t_s,drone_id,lat,lon,heading_deg,speed_kn,kf_std_m,is_lost
1060.52,8,54.4514787,18.8890753,295.3,15.3,0.84,0
1061.52,0,54.4546629,18.8905672,229.3,14.5,0.84,0
1061.52,1,54.4389334,18.8850057,271.3,19.5,0.84,0
1061.52,2,54.4567360,18.8947121,181.3,16.3,0.84,0
1061.52,3,54.4522319,18.8900600,292.0,19.3,0.84,0
1061.52,4,54.4540880,18.8922946,300.1,17.1,0.84,0
1061.52,5,54.4472339,18.8934161,264.9,16.4,0.84,0
1061.52,6,54.4482426,18.8881980,28.8,14.5,0.84,0
1061.52,7,54.4482353,18.8876670,37.3,13.4,0.84,0
1061.52,8,54.4514946,18.8890655,295.2,13.7,0.84,0
1062.52,0,54.4546609,18.8905380,225.7,13.7,0.84,0
1062.52,1,54.4389341,18.8849704,270.0,19.4,0.84,0
1062.52,2,54.4567020,18.8947104,181.4,14.6,0.84,0
1062.52,3,54.4522387,18.8900264,299.1,17.6,0.84,0
1062.52,4,54.4540998,18.8922519,298.2,19.3,0.84,0
1062.52,5,54.4472399,18.8933717,262.5,14.2,0.84,0
1062.52,6,54.4482720,18.8882230,32.4,14.9,0.84,0
1062.52,7,54.4482507,18.8877032,37.4,11.4,0.84,0
1062.52,8,54.4515071,18.8890262,295.0,15.4,0.84,0
1063.61,0,54.4546610,18.8904976,220.9,13.4,0.84,0
1063.61,1,54.4389422,18.8849259,271.2,16.5,0.84,0
1063.61,2,54.4566869,18.8947236,180.0,15.4,0.84,0
1063.61,3,54.4522477,18.8900022,297.3,15.0,0.84,0
1063.61,4,54.4541194,18.8922124,296.1,18.0,0.84,0
1063.61,5,54.4472450,18.8933232,263.4,15.2,0.84,0
1063.61,6,54.4482811,18.8882124,32.1,12.7,0.84,0
1063.61,7,54.4482693,18.8877123,36.8,10.7,0.84,0
1063.61,8,54.4515208,18.8889917,297.7,18.3,0.84,0
1064.71,0,54.4546582,18.8904599,215.3,14.2,0.84,0
1064.71,1,54.4389416,18.8848841,271.7,13.8,0.84,0
1064.71,2,54.4566524,18.8946981,181.4,18.1,0.84,0
1064.71,3,54.4522582,18.8899523,293.7,13.4,0.84,0
1064.71,4,54.4541287,18.8921765,296.7,15.2,0.84,0
1064.71,5,54.4472380,18.8932812,264.2,18.2,0.84,0
1064.71,6,54.4482959,18.8882370,31.4,10.6,0.84,0
1064.71,7,54.4482788,18.8877306,37.1,12.4,0.84,0
1064.71,8,54.4515359,18.8889399,298.5,19.3,0.84,0
1065.71,0,54.4546549,18.8904386,213.2,15.5,0.84,0
1065.71,1,54.4389444,18.8848443,268.0,14.9,0.84,0
1065.71,2,54.4566269,18.8947030,175.4,19.5,0.84,0
1065.71,3,54.4522718,18.8899116,294.8,15.1,0.84,0
1065.71,4,54.4541302,18.8921328,300.7,13.2,0.84,0
1065.71,5,54.4472327,18.8932332,262.2,19.9,0.84,0
1065.71,6,54.4483131,18.8882625,31.4,11.0,0.84,0
1065.71,7,54.4482986,18.8877463,38.4,14.4,0.84,0
1065.71,8,54.4515500,18.8888796,294.2,16.7,0.84,0
1066.72,0,54.4546435,18.8904122,211.4,16.2,0.84,0
1066.72,1,54.4389511,18.8848004,269.9,17.9,0.84,0
1066.72,2,54.4565930,18.8946979,175.6,17.6,0.84,0
1066.72,3,54.4522814,18.8898625,291.1,18.1,0.84,0
1066.72,4,54.4541500,18.8921049,299.8,14.6,0.84,0
1066.72,5,54.4472307,18.8931947,262.4,18.1,0.84,0
1066.72,6,54.4483271,18.8882741,28.7,13.6,0.84,0
1066.72,7,54.4483163,18.8877830,39.5,14.2,0.84,0
1066.72,8,54.4515519,18.8888469,293.3,14.1,0.84,0
1067.72,0,54.4546335,18.8903731,207.4,15.8,0.84,0
1067.72,1,54.4389528,18.8847627,270.5,20.1,0.84,0
1067.72,2,54.4565769,18.8946970,176.3,14.8,0.84,0
1067.72,3,54.4522931,18.8898174,294.5,19.2,0.84,0
1067.72,4,54.4541666,18.8920658,299.2,17.8,0.84,0
1067.72,5,54.4472206,18.8931564,261.1,15.2,0.84,0
1067.72,6,54.4483346,18.8882997,28.8,15.5,0.84,0
1067.72,7,54.4483362,18.8877925,40.2,11.9,0.84,0
1067.72,8,54.4515549,18.8887998,295.9,14.1,0.84,0
1068.81,0,54.4546137,18.8903522,202.5,14.8,0.84,0
1068.81,1,54.4389489,18.8847130,273.2,18.7,0.84,0
1068.81,2,54.4565461,18.8946948,175.9,14.4,0.84,0
1068.81,3,54.4523004,18.8897673,293.4,16.7,0.84,0
1068.81,4,54.4541811,18.8920319,304.9,19.3,0.84,0
1068.81,5,54.4472104,18.8930912,261.7,14.3,0.84,0
1068.81,6,54.4483593,18.8883150,31.6,14.1,0.84,0
1068.81,7,54.4483566,18.8878167,40.6,10.3,0.84,0
1068.81,8,54.4515681,18.8887537,294.3,16.9,0.84,0
1069.81,0,54.4546011,18.8903217,203.6,14.7,0.84,0
1069.81,1,54.4389504,18.8846648,271.6,15.9,0.84,0
1069.81,2,54.4565274,18.8946875,175.9,17.2,0.84,0
1069.81,3,54.4523078,18.8897457,294.7,14.1,0.84,0
1069.81,4,54.4541997,18.8919853,300.7,16.9,0.84,0
1069.81,5,54.4472095,18.8930607,262.0,16.4,0.84,0
1069.81,6,54.4483841,18.8883178,29.7,11.9,0.84,0
1069.81,7,54.4483679,18.8878426,42.0,11.3,0.84,0
1069.81,8,54.4515885,18.8887332,295.6,19.5,0.84,0
1070.91,0,54.4545876,18.8902938,199.4,16.0,0.84,0
1070.91,1,54.4389530,18.8846234,269.7,13.9,0.84,0
1070.91,2,54.4564983,18.8946967,180.5,19.9,0.84,0
1070.91,3,54.4523196,18.8896940,295.4,14.2,0.84,0
1070.91,4,54.4542017,18.8919608,300.0,14.2,0.84,0
1070.91,5,54.4472087,18.8930103,260.7,19.3,0.84,0
1070.91,6,54.4484007,18.8883333,30.8,10.5,0.84,0
1070.91,7,54.4483818,18.8878606,44.3,14.1,0.84,0
1070.91,8,54.4515981,18.8886951,296.8,18.4,0.84,0
1072.01,0,54.4545710,18.8902674,201.3,17.2,0.84,0
1072.01,1,54.4389531,18.8845756,272.5,15.5,0.84,0
1072.01,2,54.4564724,18.8946954,179.3,19.2,0.84,0
1072.01,3,54.4523327,18.8896672,294.7,17.1,0.84,0
1072.01,4,54.4542184,18.8919224,300.9,13.7,0.84,0
1072.01,5,54.4472104,18.8929678,262.6,19.4,0.84,0
1072.01,6,54.4484193,18.8883505,28.2,11.9,0.84,0
1072.01,7,54.4484018,18.8878888,43.6,15.3,0.84,0
1072.01,8,54.4516096,18.8886559,294.8,15.6,0.84,0
1073.01,0,54.4545586,18.8902244,202.8,17.2,0.84,0
1073.01,1,54.4389457,18.8845367,269.5,18.4,0.84,0
1073.01,2,54.4564447,18.8946938,180.3,16.2,0.84,0
1073.01,3,54.4523434,18.8896359,290.9,19.3,0.84,0
1073.01,4,54.4542215,18.8918951,302.7,16.0,0.84,0
1073.01,5,54.4472093,18.8929299,265.5,16.4,0.84,0
1073.01,6,54.4484318,18.8883792,30.1,14.4,0.84,0
1073.01,7,54.4484162,18.8879000,43.1,13.3,0.84,0
1073.01,8,54.4516237,18.8886225,295.7,13.6,0.84,0
1074.01,0,54.4545331,18.8902063,199.3,15.8,0.84,0
1074.01,1,54.4389505,18.8844882,269.5,19.7,0.84,0
1074.01,2,54.4564176,18.8947067,178.6,13.7,0.84,0
1074.01,3,54.4523512,18.8895988,291.7,18.0,0.84,0
1074.01,4,54.4542390,18.8918336,301.5,18.6,0.84,0
1074.01,5,54.4471969,18.8928800,265.0,13.8,0.84,0
1074.01,6,54.4484599,18.8883985,27.3,15.1,0.84,0
1074.01,7,54.4484286,18.8879076,44.1,11.2,0.84,0
1074.01,8,54.4516291,18.8885937,296.5,15.1,0.84,0
1075.02,0,54.4545161,18.8901989,199.4,14.4,0.84,0
1075.02,1,54.4389547,18.8844270,268.6,17.7,0.84,0
1075.02,2,54.4564015,18.8946917,179.3,14.8,0.84,0
1075.02,3,54.4523627,18.8895589,292.3,15.2,0.84,0
1075.02,4,54.4542585,18.8917830,302.3,18.4,0.84,0
1075.02,5,54.4471925,18.8928298,264.9,14.8,0.84,0
1075.02,6,54.4484775,18.8884124,28.3,12.9,0.84,0
1075.02,7,54.4484387,18.8879412,43.4,10.6,0.84,0
1075.02,8,54.4516411,18.8885478,296.6,18.1,0.84,0
1076.02,0,54.4544902,18.8901499,200.1,15.0,0.84,0
1076.02,1,54.4389547,18.8843848,267.2,15.0,0.84,0
1076.02,2,54.4563775,18.8947060,181.0,17.8,0.84,0
1076.02,3,54.4523764,18.8895315,293.9,13.3,0.84,0
1076.02,4,54.4542756,18.8917632,303.8,15.6,0.84,0
1076.02,5,54.4471847,18.8927956,262.6,17.8,0.84,0
1076.02,6,54.4484950,18.8884273,30.3,10.9,0.84,0
1076.02,7,54.4484518,18.8879640,47.8,12.4,0.84,0
1076.02,8,54.4516558,18.8885060,299.8,19.4,0.84,0
1077.03,0,54.4544693,18.8901370,198.9,17.1,0.84,0
1077.03,1,54.4389553,18.8843473,269.5,14.5,0.84,0
1077.03,2,54.4563506,18.8947080,176.7,19.9,0.84,0
1077.03,3,54.4523756,18.8894793,294.8,15.0,0.84,0
1077.03,4,54.4542830,18.8917179,303.0,13.2,0.84,0
1077.03,5,54.4471915,18.8927375,262.1,20.1,0.84,0
1077.03,6,54.4485118,18.8884391,28.9,11.0,0.84,0
1077.03,7,54.4484725,18.8879722,43.3,14.6,0.84,0
1077.03,8,54.4516673,18.8884453,298.0,17.1,0.84,0
1078.03,0,54.4544473,18.8901121,195.6,17.9,0.84,0
1078.03,1,54.4389573,18.8842995,270.7,17.0,0.84,0
1078.03,2,54.4563126,18.8947080,176.5,18.2,0.84,0
1078.03,3,54.4523843,18.8894221,290.9,18.1,0.84,0
1078.03,4,54.4542929,18.8916952,303.2,13.9,0.84,0
1078.03,5,54.4471935,18.8926956,261.5,18.7,0.84,0
1078.03,6,54.4485277,18.8884390,30.7,13.3,0.84,0
1078.03,7,54.4484927,18.8879958,46.2,14.6,0.84,0
1078.03,8,54.4516726,18.8883986,298.1,14.5,0.84,0
1079.04,0,54.4544322,18.8900892,194.7,16.5,0.84,0
1079.04,1,54.4389572,18.8842798,271.0,19.8,0.84,0
1079.04,2,54.4562889,18.8946970,178.8,15.5,0.84,0
1079.04,3,54.4523982,18.8893960,293.2,19.2,0.84,0
1079.04,4,54.4543026,18.8916536,304.4,17.1,0.84,0
1079.04,5,54.4471796,18.8926551,263.0,15.9,0.84,0
1079.04,6,54.4485457,18.8884758,28.3,15.3,0.84,0
1079.04,7,54.4485041,18.8880241,47.6,12.4,0.84,0
1079.04,8,54.4516891,18.8883769,297.0,13.9,0.84,0
1080.04,0,54.4544118,18.8900750,199.2,14.6,0.84,0
1080.04,1,54.4389477,18.8842110,269.1,19.4,0.84,0
1080.04,2,54.4562561,18.8946832,176.0,14.3,0.84,0
1080.04,3,54.4524026,18.8893601,293.0,16.7,0.84,0
1080.04,4,54.4543239,18.8916285,300.0,19.0,0.84,0
1080.04,5,54.4471739,18.8926172,259.5,14.0,0.84,0
1080.04,6,54.4485616,18.8884926,27.4,14.1,0.84,0
1080.04,7,54.4485157,18.8880514,46.9,10.4,0.84,0
1080.04,8,54.4517051,18.8883437,294.4,16.4,0.84,0
1081.04,0,54.4543925,18.8900498,199.1,14.7,0.84,0
1081.04,1,54.4389443,18.8841523,270.9,16.4,0.84,0
1081.04,2,54.4562368,18.8947058,176.2,16.3,0.84,0
1081.04,3,54.4524184,18.8893008,296.7,14.1,0.84,0
1081.04,4,54.4543339,18.8915859,303.9,17.1,0.84,0
1081.04,5,54.4471690,18.8925682,261.2,15.7,0.84,0
1081.04,6,54.4485813,18.8885205,32.1,12.0,0.84,0
1081.04,7,54.4485281,18.8880882,49.1,11.0,0.84,0
1081.04,8,54.4517089,18.8882909,295.6,19.2,0.84,0
1082.15,0,54.4543676,18.8900400,196.5,16.4,0.84,0
1082.15,1,54.4389466,18.8841204,270.6,13.9,0.84,0
1082.15,2,54.4562048,18.8947151,174.7,19.1,0.84,0
1082.15,3,54.4524266,18.8892784,290.1,14.1,0.84,0
1082.15,4,54.4543388,18.8915478,309.1,14.4,0.84,0
1082.15,5,54.4471565,18.8924682,262.9,19.6,0.84,0
1082.15,6,54.4486052,18.8885580,27.3,11.6,0.84,0
1082.15,7,54.4485564,18.8881203,49.2,15.2,0.84,0
1082.15,8,54.4517331,18.8882215,299.5,15.9,0.84,0
1083.15,0,54.4543321,18.8900293,197.3,17.9,0.84,0
1083.15,1,54.4389451,18.8840741,270.4,15.1,0.84,0
1083.15,2,54.4561782,18.8947207,175.3,19.6,0.84,0
1083.15,3,54.4524424,18.8892394,292.2,16.8,0.84,0
1083.15,4,54.4543543,18.8915171,308.2,13.0,0.84,0
1083.15,5,54.4471497,18.8924303,266.7,17.1,0.84,0
1083.15,6,54.4486202,18.8885790,24.3,14.2,0.84,0
1083.15,7,54.4485686,18.8881423,49.1,13.7,0.84,0
1083.15,8,54.4517443,18.8881959,298.9,13.5,0.84,0
1084.24,0,54.4542819,18.8899861,194.3,15.2,0.84,0
1084.24,1,54.4389609,18.8839671,271.3,20.1,0.84,0
1084.24,2,54.4561319,18.8947134,177.1,14.2,0.84,0
1084.24,3,54.4524647,18.8891568,295.0,17.9,0.84,0
1084.24,4,54.4543812,18.8914614,307.7,18.0,0.84,0
1084.24,5,54.4471604,18.8924068,263.7,14.5,0.84,0
1084.24,6,54.4486399,18.8885893,28.3,15.3,0.84,0
1084.24,7,54.4485854,18.8881767,52.7,11.6,0.84,0
1084.24,8,54.4517561,18.8881558,296.2,14.4,0.84,0
1085.34,0,54.4542682,18.8899701,196.9,14.2,0.84,0
1085.34,1,54.4389580,18.8839239,269.0,18.2,0.84,0
1085.34,2,54.4560983,18.8947322,179.3,14.9,0.84,0
1085.34,3,54.4524776,18.8891143,295.0,15.2,0.84,0
1085.34,4,54.4544009,18.8914103,307.6,18.6,0.84,0
1085.34,5,54.4471507,18.8923494,265.9,14.5,0.84,0
1085.34,6,54.4486611,18.8885947,29.7,13.1,0.84,0
1085.34,7,54.4485939,18.8882174,54.8,10.5,0.84,0
1085.34,8,54.4517563,18.8881255,297.3,17.6,0.84,0
1086.34,0,54.4542475,18.8899476,197.0,15.6,0.84,0
1086.34,1,54.4389543,18.8838778,269.3,15.4,0.84,0
1086.34,2,54.4560834,18.8947237,176.1,18.0,0.84,0
1086.34,3,54.4524904,18.8890588,298.1,13.6,0.84,0
1086.34,4,54.4544251,18.8913669,306.7,15.9,0.84,0
1086.34,5,54.4471537,18.8923068,263.9,17.6,0.84,0
1086.34,6,54.4486715,18.8886227,28.9,11.1,0.84,0
1086.34,7,54.4486123,18.8882338,52.6,12.1,0.84,0
1086.34,8,54.4517757,18.8880592,297.0,19.6,0.84,0
1087.34,0,54.4542210,18.8899494,190.9,17.6,0.84,0
1087.34,1,54.4389491,18.8838584,266.7,14.3,0.84,0
1087.34,2,54.4560636,18.8947104,177.7,19.9,0.84,0
1087.34,3,54.4524896,18.8890200,293.4,15.2,0.84,0
1087.34,4,54.4544348,18.8913370,305.0,13.4,0.84,0
1087.34,5,54.4471483,18.8922531,263.5,20.1,0.84,0
1087.34,6,54.4486851,18.8886265,27.8,10.8,0.84,0
1087.34,7,54.4486215,18.8882646,54.6,14.7,0.84,0
1087.34,8,54.4517853,18.8880239,295.3,17.9,0.84,0
1088.44,0,54.4541967,18.8899335,190.7,17.8,0.84,0
1088.44,1,54.4389525,18.8838048,270.7,16.6,0.84,0
1088.44,2,54.4560332,18.8947156,179.4,18.4,0.84,0
1088.44,3,54.4525050,18.8889870,293.4,18.1,0.84,0
1088.44,4,54.4544436,18.8912978,309.0,13.8,0.84,0
1088.44,5,54.4471464,18.8922096,262.2,18.9,0.84,0
1088.44,6,54.4487055,18.8886450,26.9,12.9,0.84,0
1088.44,7,54.4486391,18.8882984,53.5,14.9,0.84,0
1088.44,8,54.4517884,18.8879847,295.2,15.1,0.84,0
1089.44,0,54.4541741,18.8899026,192.6,16.2,0.84,0
1089.44,1,54.4389556,18.8837358,269.7,19.3,0.84,0
1089.44,2,54.4559995,18.8947249,178.3,15.6,0.84,0
1089.44,3,54.4525159,18.8889447,293.3,19.2,0.84,0
1089.44,4,54.4544559,18.8912582,308.8,16.6,0.84,0
1089.44,5,54.4471434,18.8921655,265.1,16.1,0.84,0
1089.44,6,54.4487299,18.8886770,33.0,15.0,0.84,0
1089.44,7,54.4486471,18.8883143,53.1,12.6,0.84,0
1089.44,8,54.4518045,18.8879635,296.5,13.7,0.84,0
1090.54,0,54.4541554,18.8898932,190.1,14.7,0.84,0
1090.54,1,54.4389569,18.8837070,269.2,19.5,0.84,0
1090.54,2,54.4559783,18.8947413,177.7,14.0,0.84,0
1090.54,3,54.4525315,18.8889131,291.7,16.9,0.84,0
1090.54,4,54.4544710,18.8912389,305.1,18.6,0.84,0
1090.54,5,54.4471326,18.8921234,263.8,14.0,0.84,0
1090.54,6,54.4487554,18.8886886,29.2,14.6,0.84,0
1090.54,7,54.4486618,18.8883474,54.6,10.7,0.84,0
1090.54,8,54.4518152,18.8879422,296.6,15.6,0.84,0
1091.63,0,54.4541287,18.8898939,190.5,15.0,0.84,0
1091.63,1,54.4389556,18.8836479,269.1,16.5,0.84,0
1091.63,2,54.4559561,18.8947500,173.3,15.9,0.84,0
1091.63,3,54.4525448,18.8888808,296.0,14.2,0.84,0
1091.63,4,54.4544832,18.8911993,307.1,17.1,0.84,0
1091.63,5,54.4471244,18.8920847,261.5,15.3,0.84,0
1091.63,6,54.4487706,18.8887047,27.4,12.2,0.84,0
1091.63,7,54.4486663,18.8883816,55.5,10.9,0.84,0
1091.63,8,54.4518345,18.8878928,296.8,18.7,0.84,0
1092.72,0,54.4541044,18.8898794,187.3,17.0,0.84,0
1092.72,1,54.4389545,18.8835915,270.5,14.0,0.84,0
1092.72,2,54.4559312,18.8947343,175.3,18.8,0.84,0
1092.72,3,54.4525469,18.8888370,294.8,14.0,0.84,0
1092.72,4,54.4544995,18.8911617,305.8,14.4,0.84,0
1092.72,5,54.4471238,18.8920403,262.6,18.3,0.84,0
1092.72,6,54.4487890,18.8887290,27.1,10.3,0.84,0
1092.72,7,54.4486817,18.8883969,55.3,13.3,0.84,0
1092.72,8,54.4518471,18.8878513,296.5,19.3,0.84,0
1093.72,0,54.4540829,18.8898825,189.2,18.3,0.84,0
1093.72,1,54.4389498,18.8835704,269.8,15.0,0.84,0
1093.72,2,54.4559059,18.8947393,176.9,19.3,0.84,0
1093.72,3,54.4525622,18.8888045,294.1,16.5,0.84,0
1093.72,4,54.4545111,18.8911375,304.4,13.2,0.84,0
1093.72,5,54.4471238,18.8919925,262.7,19.6,0.84,0
1093.72,6,54.4488024,18.8887261,27.9,11.3,0.84,0
1093.72,7,54.4486858,18.8884158,55.5,15.1,0.84,0
1093.72,8,54.4518559,18.8878083,293.6,16.4,0.84,0
1094.73,0,54.4540604,18.8898576,191.4,17.5,0.84,0
1094.73,1,54.4389503,18.8835412,271.0,18.1,0.84,0
1094.73,2,54.4558723,18.8947589,178.7,16.9,0.84,0
1094.73,3,54.4525719,18.8887625,291.9,19.0,0.84,0
1094.73,4,54.4545190,18.8910933,302.8,15.2,0.84,0
1094.73,5,54.4471052,18.8919323,268.3,17.6,0.84,0
1094.73,6,54.4488186,18.8887483,27.2,14.3,0.84,0
1094.73,7,54.4487024,18.8884400,58.6,13.8,0.84,0
1094.73,8,54.4518683,18.8877671,298.5,13.8,0.84,0
1095.74,0,54.4540260,18.8898511,188.5,15.2,0.84,0
1095.74,1,54.4389551,18.8834847,271.3,20.3,0.84,0
1095.74,2,54.4558425,18.8947712,176.2,14.4,0.84,0
1095.74,3,54.4525900,18.8886963,290.5,18.4,0.84,0
1095.74,4,54.4545353,18.8910447,300.3,18.2,0.84,0
1095.74,5,54.4471014,18.8918910,263.1,14.9,0.84,0
1095.74,6,54.4488396,18.8887634,27.7,15.6,0.84,0
1095.74,7,54.4487260,18.8884783,57.3,11.7,0.84,0
1095.74,8,54.4518818,18.8877148,296.7,14.0,0.84,0
1096.83,0,54.4540062,18.8898405,189.2,13.9,0.84,0
1096.83,1,54.4389522,18.8834334,266.9,18.6,0.84,0
1096.83,2,54.4558209,18.8947566,178.6,14.9,0.84,0
1096.83,3,54.4525952,18.8886726,293.2,15.5,0.84,0
1096.83,4,54.4545458,18.8910250,304.2,18.8,0.84,0
1096.83,5,54.4471061,18.8918414,266.2,14.2,0.84,0
1096.83,6,54.4488565,18.8887781,27.8,13.5,0.84,0
1096.83,7,54.4487352,18.8884905,56.9,10.6,0.84,0
1096.83,8,54.4518814,18.8876860,295.1,17.2,0.84,0
1097.93,0,54.4539846,18.8898302,184.1,15.5,0.84,0
1097.93,1,54.4389525,18.8833853,267.4,15.6,0.84,0
1097.93,2,54.4557936,18.8947528,175.8,18.1,0.84,0
1097.93,3,54.4526019,18.8886353,294.7,13.4,0.84,0
1097.93,4,54.4545726,18.8909900,304.4,15.8,0.84,0
1097.93,5,54.4471043,18.8917934,263.4,16.8,0.84,0
1097.93,6,54.4488725,18.8887862,25.4,11.3,0.84,0
1097.93,7,54.4487453,18.8885070,50.3,8.1,0.84,0
1097.93,8,54.4518892,18.8876299,293.7,19.8,0.84,0
1099.02,0,54.4539600,18.8898208,183.4,18.1,0.84,0
1099.02,1,54.4389515,18.8833410,267.2,13.9,0.84,0
1099.02,2,54.4557598,18.8947424,192.7,13.4,0.84,0
1099.02,3,54.4526051,18.8885988,291.2,14.7,0.84,0
1099.02,4,54.4545807,18.8909648,302.7,13.4,0.84,0
1099.02,5,54.4471053,18.8917423,262.8,19.6,0.84,0
1099.02,6,54.4488968,18.8888101,27.5,10.7,0.84,0
1099.02,7,54.4487524,18.8885205,47.3,6.4,0.84,0
1099.02,8,54.4519015,18.8875951,295.0,18.3,0.84,0
1100.03,0,54.4539441,18.8898166,180.8,18.9,0.84,0
1100.03,1,54.4389471,18.8833101,268.7,15.7,0.84,0
1100.03,2,54.4557489,18.8947320,203.2,10.8,0.84,0
1100.03,3,54.4526155,18.8885703,294.2,17.7,0.84,0
1100.03,4,54.4545942,18.8909337,298.6,13.7,0.84,0
1100.03,5,54.4471058,18.8917035,266.4,19.3,0.84,0
1100.03,6,54.4489088,18.8888293,25.6,12.6,0.84,0
1100.03,7,54.4487653,18.8885494,43.5,5.1,0.84,0
1100.03,8,54.4519075,18.8875522,297.9,15.5,0.84,0
1101.03,0,54.4539143,18.8898106,178.7,16.9,0.84,0
1101.03,1,54.4389446,18.8832727,269.7,18.7,0.84,0
1101.03,2,54.4557387,18.8947372,210.1,8.9,0.84,0
1101.03,3,54.4526264,18.8885316,291.3,19.5,0.84,0
1101.03,4,54.4546006,18.8908955,300.8,16.7,0.84,0
1101.03,5,54.4471016,18.8916585,264.9,16.4,0.84,0
1101.03,6,54.4489283,18.8888400,25.7,14.9,0.84,0
1101.03,7,54.4487729,18.8885584,45.9,9.6,0.84,0
1101.03,8,54.4519204,18.8875097,297.2,13.4,0.84,0
1102.13,0,54.4538726,18.8898049,181.1,14.5,0.84,0
1102.13,1,54.4389437,18.8832227,270.1,19.8,0.84,0
1102.13,2,54.4557270,18.8947584,209.6,8.5,0.84,0
1102.13,3,54.4526359,18.8884692,292.3,17.5,0.84,0
1102.13,4,54.4546206,18.8908490,297.3,19.2,0.84,0
1102.13,5,54.4471024,18.8916359,263.5,13.9,0.84,0
1102.13,6,54.4489464,18.8888538,26.7,14.7,0.84,0
1102.13,7,54.4487778,18.8885674,46.8,13.3,0.84,0
1102.13,8,54.4519365,18.8874732,296.4,14.9,0.84,0
1103.13,0,54.4538445,18.8897770,182.3,14.7,0.84,0
1103.13,1,54.4389401,18.8831744,273.0,17.6,0.84,0
1103.13,2,54.4557161,18.8947512,217.3,10.2,0.84,0
1103.13,3,54.4526467,18.8884310,295.9,14.9,0.84,0
1103.13,4,54.4546294,18.8908159,294.9,17.8,0.84,0
1103.13,5,54.4470994,18.8915872,263.6,15.0,0.84,0
1103.13,6,54.4489576,18.8888609,21.8,12.4,0.84,0
1103.13,7,54.4487924,18.8886020,56.5,15.4,0.84,0
1103.13,8,54.4519474,18.8874450,296.5,18.1,0.84,0
1104.13,0,54.4538223,18.8897884,182.0,17.5,0.84,0
1104.13,1,54.4389383,18.8831305,272.5,14.9,0.84,0
1104.13,2,54.4557060,18.8947389,224.7,12.0,0.84,0
1104.13,3,54.4526666,18.8883957,291.7,13.9,0.84,0
1104.13,4,54.4546368,18.8907940,295.6,15.0,0.84,0
1104.13,5,54.4470894,18.8915508,266.1,18.2,0.84,0
1104.13,6,54.4489893,18.8888716,17.1,10.3,0.84,0
1104.13,7,54.4488031,18.8886411,58.2,13.2,0.84,0
1104.13,8,54.4519590,18.8874063,294.7,19.5,0.84,0
1105.22,0,54.4537908,18.8897867,178.7,19.2,0.84,0
1105.22,1,54.4389378,18.8830924,272.7,14.5,0.84,0
1105.22,2,54.4556902,18.8947213,235.8,12.4,0.84,0
1105.22,3,54.4526689,18.8883532,291.5,15.7,0.84,0
1105.22,4,54.4546568,18.8907597,296.3,13.5,0.84,0
1105.22,5,54.4470815,18.8915028,261.6,20.2,0.84,0
1105.22,6,54.4489996,18.8888936,18.8,10.9,0.84,0
1105.22,7,54.4488210,18.8886946,42.4,7.7,0.84,0
1105.22,8,54.4519878,18.8873280,296.9,14.6,0.84,0
1106.32,0,54.4537488,18.8897875,173.3,14.8,0.84,0
1106.32,1,54.4389435,18.8829901,269.6,19.9,0.84,0
1106.32,2,54.4556577,18.8947036,248.6,11.2,0.84,0
1106.32,3,54.4526919,18.8882662,287.7,19.1,0.84,0
1106.32,4,54.4546840,18.8906764,290.6,18.2,0.84,0
1106.32,5,54.4470847,18.8914129,263.4,15.3,0.84,0
1106.32,6,54.4490367,18.8889315,10.4,16.1,0.84,0
1106.32,7,54.4488339,18.8887100,40.6,6.1,0.84,0
1106.32,8,54.4520066,18.8872936,300.4,14.0,0.84,0
1107.32,0,54.4537258,18.8897858,173.4,14.3,0.84,0
1107.32,1,54.4389532,18.8829357,271.8,19.2,0.84,0
1107.32,2,54.4556447,18.8946895,254.7,12.0,0.84,0
1107.32,3,54.4526973,18.8882029,288.1,16.4,0.84,0
1107.32,4,54.4546986,18.8906332,290.5,18.7,0.84,0
1107.32,5,54.4470815,18.8913645,264.3,14.1,0.84,0
1107.32,6,54.4490616,18.8889319,4.2,14.3,0.84,0
1107.32,7,54.4488426,18.8887166,34.9,4.8,0.84,0
1107.32,8,54.4520091,18.8872391,295.2,16.4,0.84,0
1108.32,0,54.4537042,18.8897885,174.2,17.0,0.84,0
1108.32,1,54.4389507,18.8828961,271.4,16.2,0.84,0
1108.32,2,54.4556366,18.8946704,257.9,13.6,0.84,0
1108.32,3,54.4527016,18.8881719,289.8,13.7,0.84,0
1108.32,4,54.4547151,18.8906047,288.6,16.4,0.84,0
1108.32,5,54.4470775,18.8913367,265.6,16.2,0.84,0
1108.32,6,54.4490752,18.8889453,0.6,12.1,0.84,0
1108.32,7,54.4488534,18.8887303,35.0,4.3,0.84,0
1108.32,8,54.4520203,18.8871888,294.1,18.7,0.84,0
1109.33,0,54.4536766,18.8897876,176.0,19.8,0.84,0
1109.33,1,54.4389415,18.8828472,271.3,13.7,0.84,0
1109.33,2,54.4556096,18.8946429,266.9,14.5,0.84,0
1109.33,3,54.4527170,18.8881354,291.4,14.1,0.84,0
1109.33,4,54.4547299,18.8905623,290.3,13.9,0.84,0
1109.33,5,54.4470721,18.8912676,265.4,19.2,0.84,0
1109.33,6,54.4490833,18.8889495,359.9,11.6,0.84,0
1109.33,7,54.4488537,18.8887347,32.7,5.5,0.84,0
