t_s,drone_id,lat,lon,heading_deg,speed_kn,kf_std_m,is_lost
1574.11,4,54.4549371,18.8749424,275.2,18.4,0.84,0
1574.11,5,54.4467182,18.8779945,274.8,13.3,0.84,0
1574.11,6,54.4498505,18.8733455,266.4,18.0,0.84,0
1574.11,7,54.4475794,18.8806459,325.7,13.6,0.84,0
1574.11,8,54.4503596,18.8807721,217.1,10.7,0.84,0
1575.11,0,54.4470071,18.8791187,147.3,11.0,0.84,0
1575.11,1,54.4442780,18.8843215,58.5,11.1,0.84,0
1575.11,2,54.4621565,18.8898828,6.2,14.7,0.84,0
1575.11,3,54.4553929,18.8695079,267.3,20.2,0.84,0
1575.11,4,54.4549315,18.8749068,276.3,15.6,0.84,0
1575.11,5,54.4467093,18.8779578,273.1,14.3,0.84,0
1575.11,6,54.4498492,18.8732912,261.3,20.0,0.84,0
1575.11,7,54.4476011,18.8806091,319.5,15.6,0.84,0
1575.11,8,54.4503340,18.8807693,220.7,12.4,0.84,0
1576.11,0,54.4469871,18.8791150,141.4,10.5,0.84,0
1576.11,1,54.4442866,18.8843574,53.3,13.8,0.84,0
1576.11,2,54.4621804,18.8898851,8.2,17.8,0.84,0
1576.11,3,54.4553938,18.8694572,266.7,18.2,0.84,0
1576.11,4,54.4549479,18.8748751,274.2,14.3,0.84,0
1576.11,5,54.4467088,18.8779289,275.9,17.4,0.84,0
1576.11,6,54.4498425,18.8732560,260.7,18.3,0.84,0
1576.11,7,54.4476150,18.8805818,320.3,18.5,0.84,0
1576.11,8,54.4503105,18.8807658,228.6,14.9,0.84,0
1577.12,0,54.4469736,18.8791215,132.4,11.1,0.84,0
1577.12,1,54.4442898,18.8844075,41.4,16.2,0.84,0
1577.12,2,54.4622069,18.8898850,10.2,20.2,0.84,0
1577.12,3,54.4553912,18.8694019,266.0,15.3,0.84,0
1577.12,4,54.4549480,18.8748342,274.1,16.2,0.84,0
1577.12,5,54.4467127,18.8778758,271.3,19.5,0.84,0
1577.12,6,54.4498391,18.8732102,263.5,15.4,0.84,0
1577.12,7,54.4476312,18.8805587,318.1,19.0,0.84,0
1577.12,8,54.4502899,18.8807527,236.0,16.6,0.84,0
1578.12,0,54.4469491,18.8791203,127.0,12.7,0.84,0
1578.12,1,54.4443068,18.8844309,36.6,16.1,0.84,0
1578.12,2,54.4622343,18.8898896,10.0,18.8,0.84,0
1578.12,3,54.4553926,18.8693582,268.1,14.3,0.84,0
1578.12,4,54.4549415,18.8747930,274.0,19.0,0.84,0
1578.12,5,54.4467091,18.8778149,274.2,17.9,0.84,0
1578.12,6,54.4498446,18.8731731,265.3,14.0,0.84,0
1578.12,7,54.4476594,18.8805234,320.4,16.4,0.84,0
1578.12,8,54.4502724,18.8807277,241.9,16.2,0.84,0
1579.12,0,54.4469359,18.8791294,124.9,14.2,0.84,0
1579.12,1,54.4443178,18.8844620,26.0,14.6,0.84,0
1579.12,2,54.4622611,18.8899003,10.4,15.9,0.84,0
1579.12,3,54.4553826,18.8693239,267.1,16.7,0.84,0
1579.12,4,54.4549441,18.8747436,276.7,19.6,0.84,0
1579.12,5,54.4467090,18.8777896,275.4,15.0,0.84,0
1579.12,6,54.4498476,18.8731286,265.0,16.3,0.84,0
1579.12,7,54.4476772,18.8805083,320.6,13.9,0.84,0
1579.12,8,54.4502582,18.8807127,245.3,14.7,0.84,0
1580.13,0,54.4469241,18.8791574,115.5,14.7,0.84,0
1580.13,1,54.4443211,18.8844989,24.1,13.7,0.84,0
1580.13,2,54.4622761,18.8899070,6.3,13.8,0.84,0
1580.13,3,54.4553837,18.8692873,264.4,19.5,0.84,0
1580.13,4,54.4549557,18.8746684,275.1,16.9,0.84,0
1580.13,5,54.4467110,18.8777378,279.9,13.2,0.84,0
1580.13,6,54.4498408,18.8730828,265.1,19.1,0.84,0
1580.13,7,54.4476901,18.8804861,318.3,14.4,0.84,0
1580.13,8,54.4502333,18.8806938,251.1,14.3,0.84,0
1581.13,0,54.4468998,18.8791648,109.7,14.0,0.84,0
1581.13,1,54.4443342,18.8845293,24.8,15.1,0.84,0
1581.13,2,54.4622997,18.8899367,6.8,15.4,0.84,0
1581.13,3,54.4553847,18.8692399,264.8,19.5,0.84,0
1581.13,4,54.4549543,18.8746290,276.0,14.2,0.84,0
1581.13,5,54.4467202,18.8777001,280.3,15.0,0.84,0
1581.13,6,54.4498331,18.8730329,263.4,19.5,0.84,0
1581.13,7,54.4477192,18.8804605,320.5,17.6,0.84,0
1581.13,8,54.4502203,18.8806649,249.1,15.6,0.84,0
1582.23,0,54.4468826,18.8791849,104.3,13.7,0.84,0
1582.23,1,54.4443477,18.8845530,20.1,17.5,0.84,0
1582.23,2,54.4623289,18.8899463,5.5,18.4,0.84,0
1582.23,3,54.4553801,18.8691824,265.6,16.5,0.84,0
1582.23,4,54.4549578,18.8745911,275.5,14.8,0.84,0
1582.23,5,54.4467238,18.8776568,281.9,18.0,0.84,0
1582.23,6,54.4498347,18.8729867,263.8,16.7,0.84,0
1582.23,7,54.4477370,18.8804362,320.3,19.7,0.84,0
1582.23,8,54.4502033,18.8806411,250.9,17.7,0.84,0
1583.23,0,54.4468744,18.8792099,104.0,14.7,0.84,0
1583.23,1,54.4443674,18.8845748,15.1,18.2,0.84,0
1583.23,2,54.4623511,18.8899543,5.0,20.0,0.84,0
1583.23,3,54.4553827,18.8691369,265.8,13.8,0.84,0
1583.23,4,54.4549573,18.8745553,273.6,17.9,0.84,0
1583.23,5,54.4467204,18.8776010,281.7,19.5,0.84,0
1583.23,6,54.4498353,18.8729569,263.7,14.1,0.84,0
1583.23,7,54.4477625,18.8804121,321.7,17.9,0.84,0
1583.23,8,54.4501835,18.8806070,252.8,18.1,0.84,0
1584.33,0,54.4468574,18.8792407,98.6,16.2,0.84,0
1584.33,1,54.4443902,18.8846090,16.8,16.7,0.84,0
1584.33,2,54.4623860,18.8899460,8.1,18.0,0.84,0
1584.33,3,54.4553695,18.8690402,266.7,18.0,0.84,0
1584.33,4,54.4549656,18.8744477,274.9,18.6,0.84,0
1584.33,5,54.4467280,18.8774990,283.9,15.0,0.84,0
1584.33,6,54.4498241,18.8728697,261.4,18.1,0.84,0
1584.33,7,54.4478037,18.8803580,319.0,13.5,0.84,0
1584.33,8,54.4501605,18.8805481,255.4,14.4,0.84,0
1585.33,0,54.4468352,18.8792571,97.9,16.7,0.84,0
1585.33,1,54.4444069,18.8846273,13.1,15.1,0.84,0
1585.33,2,54.4624166,18.8899392,9.9,15.2,0.84,0
1585.33,3,54.4553748,18.8689997,266.4,20.0,0.84,0
1585.33,4,54.4549759,18.8744065,271.5,15.6,0.84,0
1585.33,5,54.4467186,18.8774562,284.2,14.1,0.84,0
1585.33,6,54.4498286,18.8728070,262.6,20.2,0.84,0
1585.33,7,54.4478226,18.8803266,314.2,15.3,0.84,0
1585.33,8,54.4501446,18.8805116,260.2,15.1,0.84,0
1586.42,0,54.4468192,18.8793485,91.4,14.6,0.84,0
1586.42,1,54.4444435,18.8846958,12.2,17.0,0.84,0
1586.42,2,54.4624600,18.8899703,7.9,16.4,0.84,0
1586.42,3,54.4553721,18.8689430,268.9,18.6,0.84,0
1586.42,4,54.4549748,18.8743759,276.4,14.1,0.84,0
1586.42,5,54.4467198,18.8774275,285.1,16.4,0.84,0
1586.42,6,54.4498228,18.8727640,258.4,18.4,0.84,0
1586.42,7,54.4478403,18.8802996,314.3,18.2,0.84,0
1586.42,8,54.4501255,18.8804666,258.2,17.5,0.84,0
1587.43,0,54.4468160,18.8793814,89.5,14.8,0.84,0
1587.43,1,54.4444610,18.8847120,13.6,18.9,0.84,0
1587.43,2,54.4624899,18.8899633,3.7,19.2,0.84,0
1587.43,3,54.4553633,18.8689102,269.1,15.8,0.84,0
1587.43,4,54.4549744,18.8743491,277.2,15.8,0.84,0
1587.43,5,54.4467199,18.8773881,288.0,19.1,0.84,0
1587.43,6,54.4498246,18.8727247,260.8,15.5,0.84,0
1587.43,7,54.4478541,18.8802774,316.5,19.4,0.84,0
1587.43,8,54.4501045,18.8804340,258.8,19.3,0.84,0
1588.43,0,54.4468085,18.8794174,84.4,16.4,0.84,0
1588.43,1,54.4444858,18.8847362,8.9,18.4,0.84,0
1588.43,2,54.4625188,18.8899579,5.7,19.4,0.84,0
1588.43,3,54.4553679,18.8688646,269.0,14.2,0.84,0
1588.43,4,54.4549753,18.8743059,273.2,18.8,0.84,0
1588.43,5,54.4467207,18.8773463,287.4,19.0,0.84,0
1588.43,6,54.4498156,18.8726915,262.0,13.8,0.84,0
1588.43,7,54.4478672,18.8802521,317.9,17.2,0.84,0
1588.43,8,54.4500992,18.8803865,263.2,18.0,0.84,0
1589.44,0,54.4467989,18.8794596,84.2,17.6,0.84,0
1589.44,1,54.4445115,18.8847565,13.4,16.1,0.84,0
1589.44,2,54.4625444,18.8899699,5.5,16.4,0.84,0
1589.44,3,54.4553791,18.8688077,268.2,15.8,0.84,0
1589.44,4,54.4549708,18.8742351,269.7,19.6,0.84,0
1589.44,5,54.4467336,18.8773051,286.7,16.1,0.84,0
1589.44,6,54.4498052,18.8726336,265.5,15.8,0.84,0
1589.44,7,54.4478898,18.8802174,318.7,14.6,0.84,0
1589.44,8,54.4500865,18.8803487,258.2,15.3,0.84,0
1590.44,0,54.4467905,18.8794944,82.2,17.4,0.84,0
1590.44,1,54.4445221,18.8847867,12.5,14.7,0.84,0
1590.44,2,54.4625703,18.8899571,354.6,12.6,0.84,0
1590.44,3,54.4553784,18.8687792,268.6,18.7,0.84,0
1590.44,4,54.4549736,18.8741835,274.1,17.1,0.84,0
1590.44,5,54.4467297,18.8772671,288.7,13.8,0.84,0
1590.44,6,54.4497990,18.8725905,266.2,18.6,0.84,0
1590.44,7,54.4479058,18.8802008,311.7,14.1,0.84,0
1590.44,8,54.4500811,18.8803128,257.4,14.4,0.84,0
1591.45,0,54.4467838,18.8795250,83.5,15.8,0.84,0
1591.45,1,54.4445559,18.8847874,14.1,15.7,0.84,0
1591.45,2,54.4625925,18.8899706,346.0,10.2,0.84,0
1591.45,3,54.4553659,18.8687245,269.6,19.7,0.84,0
1591.45,4,54.4549747,18.8741440,274.6,14.4,0.84,0
1591.45,5,54.4467479,18.8772169,288.7,14.9,0.84,0
1591.45,6,54.4497988,18.8725473,265.9,19.7,0.84,0
1591.45,7,54.4479308,18.8801662,316.4,16.5,0.84,0
1591.45,8,54.4500742,18.8802729,259.5,16.3,0.84,0
1592.54,0,54.4467851,18.8795786,84.6,14.8,0.84,0
1592.54,1,54.4445814,18.8848125,11.0,18.1,0.84,0
1592.54,2,54.4626068,18.8899670,341.4,10.1,0.84,0
1592.54,3,54.4553638,18.8686758,262.8,17.2,0.84,0
1592.54,4,54.4549698,18.8740941,276.3,14.6,0.84,0
1592.54,5,54.4467530,18.8771746,286.5,17.9,0.84,0
1592.54,6,54.4498081,18.8724966,285.7,15.3,0.84,0
1592.54,7,54.4479431,18.8801336,311.6,19.3,0.84,0
1592.54,8,54.4500689,18.8802375,261.9,18.8,0.84,0
1593.54,0,54.4467871,18.8795988,83.3,15.6,0.84,0
1593.54,1,54.4446132,18.8848237,10.4,18.8,0.84,0
1593.54,2,54.4626316,18.8899575,334.3,12.8,0.84,0
1593.54,3,54.4553616,18.8686444,262.7,14.6,0.84,0
1593.54,4,54.4549722,18.8740573,275.0,17.7,0.84,0
1593.54,5,54.4467564,18.8771509,287.8,19.9,0.84,0
1593.54,6,54.4498090,18.8724691,293.9,12.5,0.84,0
1593.54,7,54.4479666,18.8800996,312.8,18.9,0.84,0
1593.54,8,54.4500680,18.8802057,262.1,19.0,0.84,0
1594.64,0,54.4467836,18.8796486,97.5,11.5,0.84,0
1594.64,1,54.4446331,18.8848395,6.9,17.1,0.84,0
1594.64,2,54.4626506,18.8899650,325.2,15.2,0.84,0
1594.64,3,54.4553596,18.8686022,263.5,14.5,0.84,0
1594.64,4,54.4549671,18.8740069,273.4,20.2,0.84,0
1594.64,5,54.4467510,18.8770982,268.4,14.7,0.84,0
1594.64,6,54.4497974,18.8724470,295.3,10.5,0.84,0
1594.64,7,54.4479836,18.8800852,313.4,15.9,0.84,0
1594.64,8,54.4500526,18.8801528,261.3,16.5,0.84,0
1595.64,0,54.4467706,18.8796700,103.6,8.9,0.84,0
1595.64,1,54.4446562,18.8848516,11.2,15.0,0.84,0
1595.64,2,54.4626713,18.8899415,316.4,15.3,0.84,0
1595.64,3,54.4553511,18.8685390,266.5,17.2,0.84,0
1595.64,4,54.4549809,18.8739726,271.8,19.0,0.84,0
1595.64,5,54.4467566,18.8770695,258.8,11.9,0.84,0
1595.64,6,54.4498027,18.8724035,300.0,11.4,0.84,0
1595.64,7,54.4480112,18.8800369,313.9,13.7,0.84,0
1595.64,8,54.4500514,18.8800999,259.3,14.4,0.84,0
1596.73,0,54.4467724,18.8797061,106.1,7.2,0.84,0
1596.73,1,54.4446725,18.8848660,8.7,15.1,0.84,0
1596.73,2,54.4626910,18.8899608,308.5,13.9,0.84,0
1596.73,3,54.4553592,18.8685092,268.8,19.7,0.84,0
1596.73,4,54.4549839,18.8739239,274.1,16.0,0.84,0
1596.73,5,54.4467670,18.8770313,254.2,10.0,0.84,0
1596.73,6,54.4498019,18.8723828,309.9,13.8,0.84,0
1596.73,7,54.4480250,18.8800074,310.9,15.1,0.84,0
1596.73,8,54.4500461,18.8800582,266.0,15.1,0.84,0
1597.74,0,54.4467679,18.8797133,111.2,7.6,0.84,0
1597.74,1,54.4447019,18.8848819,12.9,17.4,0.84,0
1597.74,2,54.4627088,18.8899453,305.1,13.1,0.84,0
1597.74,3,54.4553588,18.8684672,267.6,19.1,0.84,0
1597.74,4,54.4549833,18.8738784,274.3,13.7,0.84,0
1597.74,5,54.4467640,18.8769955,251.4,10.8,0.84,0
1597.74,6,54.4498026,18.8723516,319.4,15.8,0.84,0
1597.74,7,54.4480394,18.8799697,310.9,18.2,0.84,0
1597.74,8,54.4500414,18.8800132,262.7,17.9,0.84,0
1598.75,0,54.4467654,18.8797481,120.4,9.7,0.84,0
1598.75,1,54.4447252,18.8849022,9.9,19.4,0.84,0
1598.75,2,54.4627374,18.8899336,300.5,14.2,0.84,0
1598.75,3,54.4553538,18.8684109,267.7,16.2,0.84,0
1598.75,4,54.4549890,18.8738270,275.3,15.2,0.84,0
1598.75,5,54.4467642,18.8769474,238.7,13.3,0.84,0
1598.75,6,54.4498144,18.8723017,325.0,15.9,0.84,0
1598.75,7,54.4480526,18.8799379,311.2,19.9,0.84,0
1598.75,8,54.4500258,18.8799766,261.8,19.7,0.84,0
1599.75,0,54.4467663,18.8797840,129.0,11.2,0.84,0
1599.75,1,54.4447490,18.8849154,9.9,18.2,0.84,0
1599.75,2,54.4627418,18.8899142,296.3,16.3,0.84,0
1599.75,3,54.4553450,18.8683719,265.4,14.0,0.84,0
1599.75,4,54.4549877,18.8737862,274.7,18.3,0.84,0
1599.75,5,54.4467701,18.8769110,232.6,15.2,0.84,0
1599.75,6,54.4498203,18.8722689,328.2,14.9,0.84,0
1599.75,7,54.4480712,18.8799031,310.0,18.0,0.84,0
1599.75,8,54.4500234,18.8799354,262.7,18.1,0.84,0
1600.84,0,54.4467500,18.8798079,136.0,11.2,0.84,0
1600.84,1,54.4447763,18.8849253,10.2,15.8,0.84,0
1600.84,2,54.4627752,18.8898968,293.0,17.5,0.84,0
1600.84,3,54.4553412,18.8683293,266.8,15.4,0.84,0
1600.84,4,54.4549827,18.8737597,276.8,20.2,0.84,0
1600.84,5,54.4467639,18.8768812,224.7,15.3,0.84,0
1600.84,6,54.4498250,18.8722261,332.7,14.3,0.84,0
1600.84,7,54.4480889,18.8798688,309.6,15.1,0.84,0
1600.84,8,54.4500259,18.8798814,261.2,15.3,0.84,0
1601.94,0,54.4467440,18.8798453,144.1,10.5,0.84,0
1601.94,1,54.4448057,18.8849250,9.9,14.4,0.84,0
1601.94,2,54.4627778,18.8898678,291.7,16.7,0.84,0
1601.94,3,54.4553401,18.8682854,264.8,18.4,0.84,0
1601.94,4,54.4549924,18.8736920,270.9,18.3,0.84,0
1601.94,5,54.4467641,18.8768616,217.7,14.1,0.84,0
1601.94,6,54.4498342,18.8721967,332.4,14.9,0.84,0
1601.94,7,54.4481055,18.8798341,312.9,14.1,0.84,0
1601.94,8,54.4500113,18.8798412,263.9,14.2,0.84,0
1603.04,0,54.4467497,18.8798501,151.4,10.4,0.84,0
1603.04,1,54.4448345,18.8849376,11.2,15.9,0.84,0
1603.04,2,54.4627877,18.8898445,287.7,15.1,0.84,0
1603.04,3,54.4553318,18.8682336,267.9,20.0,0.84,0
1603.04,4,54.4549926,18.8736385,274.5,15.5,0.84,0
1603.04,5,54.4467537,18.8768347,214.4,13.4,0.84,0
1603.04,6,54.4498517,18.8721744,339.5,16.4,0.84,0
1603.04,7,54.4481266,18.8798076,310.1,16.4,0.84,0
1603.04,8,54.4500124,18.8798106,265.5,16.2,0.84,0
1604.04,0,54.4467372,18.8798754,158.0,11.5,0.84,0
1604.04,1,54.4448567,18.8849470,10.4,18.8,0.84,0
1604.04,2,54.4628042,18.8898268,285.8,14.6,0.84,0
1604.04,3,54.4553397,18.8681921,269.6,17.9,0.84,0
1604.04,4,54.4549986,18.8735913,273.7,13.8,0.84,0
1604.04,5,54.4467487,18.8767990,209.6,14.5,0.84,0
1604.04,6,54.4498679,18.8721362,342.0,17.2,0.84,0
1604.04,7,54.4481499,18.8797693,310.9,19.2,0.84,0
1604.04,8,54.4500115,18.8797551,261.7,19.2,0.84,0
1605.04,0,54.4467349,18.8799040,164.9,13.1,0.84,0
1605.04,1,54.4448833,18.8849548,9.0,19.4,0.84,0
1605.04,2,54.4628263,18.8898046,287.8,16.0,0.84,0
1605.04,3,54.4553419,18.8681442,268.1,15.1,0.84,0
1605.04,4,54.4549972,18.8735526,275.4,15.9,0.84,0
1605.04,5,54.4467350,18.8767724,206.1,16.3,0.84,0
1605.04,6,54.4498794,18.8720987,345.7,16.9,0.84,0
1605.04,7,54.4481651,18.8797233,308.9,19.2,0.84,0
1605.04,8,54.4500085,18.8796941,262.0,19.6,0.84,0
1606.14,0,54.4467189,18.8799041,172.1,13.9,0.84,0
1606.14,1,54.4449106,18.8849760,8.6,16.8,0.84,0
1606.14,2,54.4628351,18.8897724,283.8,18.1,0.84,0
1606.14,3,54.4553456,18.8681044,265.7,14.2,0.84,0
1606.14,4,54.4549960,18.8735083,275.3,18.8,0.84,0
1606.14,5,54.4467294,18.8767374,203.7,17.3,0.84,0
1606.14,6,54.4498928,18.8720814,346.8,16.0,0.84,0
1606.14,7,54.4481790,18.8796932,310.1,16.3,0.84,0
1606.14,8,54.4500072,18.8796491,260.1,16.6,0.84,0
1607.14,0,54.4467007,18.8799320,181.2,13.7,0.84,0
1607.14,1,54.4449372,18.8849718,7.6,14.2,0.84,0
1607.14,2,54.4628515,18.8897316,280.6,18.2,0.84,0
1607.14,3,54.4553375,18.8680558,265.4,16.7,0.84,0
1607.14,4,54.4549989,18.8734828,275.0,19.7,0.84,0
1607.14,5,54.4467190,18.8767097,205.1,16.6,0.84,0
1607.14,6,54.4499100,18.8720572,343.7,15.8,0.84,0
1607.14,7,54.4481987,18.8796686,307.3,13.7,0.84,0
1607.14,8,54.4499980,18.8796221,261.0,13.9,0.84,0
1608.15,0,54.4466805,18.8799563,185.7,13.3,0.84,0
1608.15,1,54.4449547,18.8849696,11.4,14.7,0.84,0
1608.15,2,54.4628646,18.8896974,278.5,16.4,0.84,0
1608.15,3,54.4553335,18.8680174,266.0,19.5,0.84,0
1608.15,4,54.4549957,18.8734298,277.7,17.4,0.84,0
1608.15,5,54.4467035,18.8766768,198.5,15.2,0.84,0
1608.15,6,54.4499461,18.8720229,348.0,16.7,0.84,0
1608.15,7,54.4482190,18.8796301,310.7,14.9,0.84,0
1608.15,8,54.4499833,18.8795585,263.8,14.3,0.84,0
1609.15,0,54.4466660,18.8799731,191.4,13.7,0.84,0
1609.15,1,54.4449828,18.8849867,8.7,17.8,0.84,0
1609.15,2,54.4628802,18.8896600,279.7,15.0,0.84,0
1609.15,3,54.4553256,18.8679608,263.1,19.4,0.84,0
1609.15,4,54.4549949,18.8733824,278.1,14.8,0.84,0
1609.15,5,54.4466864,18.8766475,197.6,14.6,0.84,0
1609.15,6,54.4499609,18.8720006,346.7,17.4,0.84,0
1609.15,7,54.4482401,18.8795949,312.3,17.9,0.84,0
1609.15,8,54.4499757,18.8795241,263.1,17.3,0.84,0
1610.25,0,54.4466511,18.8799821,194.6,14.7,0.84,0
1610.25,1,54.4450105,18.8850022,6.0,19.8,0.84,0
1610.25,2,54.4628900,18.8896023,282.1,15.9,0.84,0
1610.25,3,54.4553187,18.8679148,264.1,16.4,0.84,0
1610.25,4,54.4550123,18.8733382,276.7,14.7,0.84,0
1610.25,5,54.4466712,18.8766259,193.0,16.1,0.84,0
1610.25,6,54.4499827,18.8719874,346.6,17.5,0.84,0
1610.25,7,54.4482519,18.8795480,307.4,19.9,0.84,0
1610.25,8,54.4499813,18.8794826,263.3,20.0,0.84,0
1611.34,0,54.4466370,18.8799850,200.3,15.6,0.84,0
1611.34,1,54.4450375,18.8850178,6.5,18.5,0.84,0
1611.34,2,54.4629005,18.8895512,282.9,18.1,0.84,0
1611.34,3,54.4553173,18.8678710,266.0,13.9,0.84,0
1611.34,4,54.4550108,18.8732978,273.9,17.4,0.84,0
1611.34,5,54.4466445,18.8765945,195.2,18.0,0.84,0
1611.34,6,54.4500051,18.8719648,350.6,16.5,0.84,0
1611.34,7,54.4482717,18.8795097,303.4,17.9,0.84,0
1611.34,8,54.4499741,18.8794370,263.5,18.9,0.84,0
1612.44,0,54.4466170,18.8799932,204.7,15.7,0.84,0
1612.44,1,54.4450611,18.8850208,7.0,15.7,0.84,0
1612.44,2,54.4629081,18.8895104,285.4,18.8,0.84,0
1612.44,3,54.4553247,18.8678485,268.9,14.9,0.84,0
1612.44,4,54.4550175,18.8731925,278.2,18.9,0.84,0
1612.44,5,54.4466103,18.8765600,192.2,16.7,0.84,0
1612.44,6,54.4500412,18.8719515,351.4,16.4,0.84,0
1612.44,7,54.4482981,18.8794703,306.0,14.1,0.84,0
1612.44,8,54.4499758,18.8793603,266.8,13.8,0.84,0
1613.44,0,54.4465921,18.8800001,204.8,15.2,0.84,0
1613.44,1,54.4450853,18.8850240,7.7,14.3,0.84,0
1613.44,2,54.4629145,18.8894764,278.9,16.8,0.84,0
1613.44,3,54.4553222,18.8677839,266.6,18.0,0.84,0
1613.44,4,54.4550218,18.8731438,276.1,16.0,0.84,0
1613.44,5,54.4465814,18.8765355,194.0,14.4,0.84,0
1613.44,6,54.4500755,18.8719295,350.6,17.8,0.84,0
1613.44,7,54.4483152,18.8794319,307.0,16.5,0.84,0
1613.44,8,54.4499723,18.8793055,265.3,14.9,0.84,0
1614.45,0,54.4465620,18.8800023,206.3,15.1,0.84,0
1614.45,1,54.4451036,18.8850499,6.3,16.2,0.84,0
1614.45,2,54.4629204,18.8894337,280.4,14.3,0.84,0
1614.45,3,54.4553239,18.8677231,269.9,20.0,0.84,0
1614.45,4,54.4550187,18.8731102,276.9,13.9,0.84,0
1614.45,5,54.4465579,18.8765130,193.7,14.8,0.84,0
1614.45,6,54.4500915,18.8718861,348.1,18.3,0.84,0
1614.45,7,54.4483315,18.8793897,308.7,19.3,0.84,0
1614.45,8,54.4499647,18.8792644,264.8,18.0,0.84,0
1615.54,0,54.4465142,18.8799816,218.3,16.2,0.84,0
1615.54,1,54.4451616,18.8850547,7.3,19.7,0.84,0
1615.54,2,54.4629371,18.8893624,277.5,17.9,0.84,0
1615.54,3,54.4553190,18.8676185,267.8,15.6,0.84,0
1615.54,4,54.4550221,18.8730722,276.1,15.6,0.84,0
1615.54,5,54.4465412,18.8764778,189.3,17.4,0.84,0
1615.54,6,54.4501201,18.8718919,348.4,17.2,0.84,0
1615.54,7,54.4483440,18.8793559,306.0,19.5,0.84,0
1615.54,8,54.4499627,18.8792201,263.4,20.1,0.84,0
1616.64,0,54.4464969,18.8799787,218.7,16.6,0.84,0
1616.64,1,54.4451971,18.8850724,4.1,17.1,0.84,0
1616.64,2,54.4629428,18.8893001,275.9,20.0,0.84,0
1616.64,3,54.4553139,18.8675881,265.0,13.9,0.84,0
1616.64,4,54.4550267,18.8730108,277.4,18.6,0.84,0
1616.64,5,54.4465155,18.8764585,188.7,19.3,0.84,0
1616.64,6,54.4501547,18.8718642,351.8,15.4,0.84,0
1616.64,7,54.4483678,18.8793265,305.2,16.5,0.84,0
1616.64,8,54.4499549,18.8791656,265.5,18.4,0.84,0
1617.64,0,54.4464761,18.8799592,220.7,16.9,0.84,0
1617.64,1,54.4452173,18.8850914,5.1,14.5,0.84,0
1617.64,2,54.4629559,18.8892430,273.6,18.6,0.84,0
1617.64,3,54.4553181,18.8675562,265.2,15.9,0.84,0
1617.64,4,54.4550320,18.8729749,277.0,19.9,0.84,0
1617.64,5,54.4464920,18.8764476,187.9,18.3,0.84,0
1617.64,6,54.4501793,18.8718794,350.3,15.2,0.84,0
1617.64,7,54.4483754,18.8792943,306.9,14.0,0.84,0
1617.64,8,54.4499538,18.8791299,264.7,15.5,0.84,0
1618.73,0,54.4464507,18.8799633,220.2,16.7,0.84,0
1618.73,1,54.4452358,18.8850850,4.8,14.6,0.84,0
1618.73,2,54.4629614,18.8892127,275.5,15.6,0.84,0
1618.73,3,54.4553114,18.8675102,266.6,18.9,0.84,0
1618.73,4,54.4550343,18.8729268,271.7,17.6,0.84,0
1618.73,5,54.4464728,18.8764401,191.8,15.6,0.84,0
1618.73,6,54.4502038,18.8718570,349.5,17.2,0.84,0
1618.73,7,54.4483990,18.8792463,304.6,15.0,0.84,0
1618.73,8,54.4499564,18.8790833,261.7,14.0,0.84,0
1619.73,0,54.4464320,18.8799548,221.7,16.4,0.84,0
1619.73,1,54.4452624,18.8850775,5.7,17.7,0.84,0
1619.73,2,54.4629721,18.8891736,276.9,13.9,0.84,0
1619.73,3,54.4553118,18.8674584,264.5,19.7,0.84,0
1619.73,4,54.4550328,18.8728817,272.8,14.9,0.84,0
1619.73,5,54.4464491,18.8764133,187.8,14.3,0.84,0
1619.73,6,54.4502289,18.8718294,351.5,19.0,0.84,0
1619.73,7,54.4484137,18.8791918,302.8,18.0,0.84,0
1619.73,8,54.4499481,18.8790551,265.7,15.9,0.84,0
1620.74,0,54.4464051,18.8799348,221.4,16.4,0.84,0
1620.74,1,54.4452977,18.8850982,6.5,20.1,0.84,0
1620.74,2,54.4629857,18.8891407,278.0,16.0,0.84,0
1620.74,3,54.4553213,18.8674267,267.0,17.3,0.84,0
1620.74,4,54.4550349,18.8728502,273.4,14.3,0.84,0
1620.74,5,54.4464273,18.8764006,188.4,16.0,0.84,0
1620.74,6,54.4502570,18.8718302,351.0,18.3,0.84,0
1620.74,7,54.4484409,18.8791747,305.3,20.0,0.84,0
1620.74,8,54.4499459,18.8790051,265.6,18.7,0.84,0
1621.83,0,54.4463791,18.8799137,222.7,16.8,0.84,0
1621.83,1,54.4453236,18.8851097,10.7,18.8,0.84,0
1621.83,2,54.4629781,18.8890931,279.7,19.0,0.84,0
1621.83,3,54.4553144,18.8673934,266.3,14.6,0.84,0
1621.83,4,54.4550307,18.8727956,276.1,16.9,0.84,0
1621.83,5,54.4463887,18.8763945,191.6,18.9,0.84,0
1621.83,6,54.4502802,18.8718224,354.1,15.8,0.84,0
1621.83,7,54.4484485,18.8791386,305.8,18.2,0.84,0
1621.83,8,54.4499442,18.8789601,265.5,19.6,0.84,0
1622.84,0,54.4463532,18.8798972,218.8,17.1,0.84,0
1622.84,1,54.4453490,18.8851142,11.5,15.9,0.84,0
1622.84,2,54.4629839,18.8890309,278.5,19.8,0.84,0
1622.84,3,54.4553111,18.8673347,267.2,14.6,0.84,0
