t_s,cell_id,centre_lat,centre_lon,staleness_s
552.1,85,54.4632059,18.8760390,-1.0
552.1,86,54.4632059,18.8807273,-1.0
552.1,87,54.4632059,18.8854155,-1.0
552.1,88,54.4632059,18.8901037,-1.0
552.1,89,54.4632059,18.8947920,-1.0
562.1,0,54.4389515,18.8572861,-1.0
562.1,1,54.4389515,18.8619743,-1.0
562.1,2,54.4389515,18.8666626,-1.0
562.1,3,54.4389515,18.8713508,-1.0
562.1,4,54.4389515,18.8760390,-1.0
562.1,5,54.4389515,18.8807273,-1.0
562.1,6,54.4389515,18.8854155,-1.0
562.1,7,54.4389515,18.8901037,-1.0
562.1,8,54.4389515,18.8947920,-1.0
562.1,9,54.4416464,18.8572861,-1.0
562.1,10,54.4416464,18.8619743,-1.0
562.1,11,54.4416464,18.8666626,-1.0
562.1,12,54.4416464,18.8713508,-1.0
562.1,13,54.4416464,18.8760390,-1.0
562.1,14,54.4416464,18.8807273,-1.0
562.1,15,54.4416464,18.8854155,-1.0
562.1,16,54.4416464,18.8901037,-1.0
562.1,17,54.4416464,18.8947920,-1.0
562.1,18,54.4443413,18.8572861,-1.0
562.1,19,54.4443413,18.8619743,-1.0
562.1,20,54.4443413,18.8666626,-1.0
562.1,21,54.4443413,18.8713508,-1.0
562.1,22,54.4443413,18.8760390,-1.0
562.1,23,54.4443413,18.8807273,-1.0
562.1,24,54.4443413,18.8854155,-1.0
562.1,25,54.4443413,18.8901037,-1.0
562.1,26,54.4443413,18.8947920,-1.0
562.1,27,54.4470363,18.8572861,-1.0
562.1,28,54.4470363,18.8619743,-1.0
562.1,29,54.4470363,18.8666626,-1.0
562.1,30,54.4470363,18.8713508,-1.0
562.1,31,54.4470363,18.8760390,-1.0
562.1,32,54.4470363,18.8807273,-1.0
562.1,33,54.4470363,18.8854155,-1.0
562.1,34,54.4470363,18.8901037,-1.0
562.1,35,54.4470363,18.8947920,-1.0
562.1,36,54.4497312,18.8572861,-1.0
562.1,37,54.4497312,18.8619743,-1.0
562.1,38,54.4497312,18.8666626,-1.0
562.1,39,54.4497312,18.8713508,-1.0
562.1,40,54.4497312,18.8760390,-1.0
562.1,41,54.4497312,18.8807273,-1.0
562.1,42,54.4497312,18.8854155,-1.0
562.1,43,54.4497312,18.8901037,-1.0
562.1,44,54.4497312,18.8947920,-1.0
562.1,45,54.4524261,18.8572861,-1.0
562.1,46,54.4524261,18.8619743,-1.0
562.1,47,54.4524261,18.8666626,-1.0
562.1,48,54.4524261,18.8713508,-1.0
562.1,49,54.4524261,18.8760390,-1.0
562.1,50,54.4524261,18.8807273,-1.0
562.1,51,54.4524261,18.8854155,-1.0
562.1,52,54.4524261,18.8901037,-1.0
562.1,53,54.4524261,18.8947920,-1.0
562.1,54,54.4551211,18.8572861,-1.0
562.1,55,54.4551211,18.8619743,-1.0
562.1,56,54.4551211,18.8666626,-1.0
562.1,57,54.4551211,18.8713508,-1.0
562.1,58,54.4551211,18.8760390,-1.0
562.1,59,54.4551211,18.8807273,-1.0
562.1,60,54.4551211,18.8854155,-1.0
562.1,61,54.4551211,18.8901037,-1.0
562.1,62,54.4551211,18.8947920,-1.0
562.1,63,54.4578160,18.8572861,-1.0
562.1,64,54.4578160,18.8619743,-1.0
562.1,65,54.4578160,18.8666626,-1.0
562.1,66,54.4578160,18.8713508,-1.0
562.1,67,54.4578160,18.8760390,-1.0
562.1,68,54.4578160,18.8807273,-1.0
562.1,69,54.4578160,18.8854155,-1.0
562.1,70,54.4578160,18.8901037,-1.0
562.1,71,54.4578160,18.8947920,-1.0
562.1,72,54.4605109,18.8572861,-1.0
562.1,73,54.4605109,18.8619743,-1.0
562.1,74,54.4605109,18.8666626,-1.0
562.1,75,54.4605109,18.8713508,-1.0
562.1,76,54.4605109,18.8760390,-1.0
562.1,77,54.4605109,18.8807273,-1.0
562.1,78,54.4605109,18.8854155,-1.0
562.1,79,54.4605109,18.8901037,-1.0
562.1,80,54.4605109,18.8947920,-1.0
562.1,81,54.4632059,18.8572861,-1.0
562.1,82,54.4632059,18.8619743,-1.0
562.1,83,54.4632059,18.8666626,-1.0
562.1,84,54.4632059,18.8713508,-1.0
562.1,85,54.4632059,18.8760390,-1.0
562.1,86,54.4632059,18.8807273,-1.0
562.1,87,54.4632059,18.8854155,-1.0
562.1,88,54.4632059,18.8901037,-1.0
562.1,89,54.4632059,18.8947920,-1.0
572.2,0,54.4389515,18.8572861,-1.0
572.2,1,54.4389515,18.8619743,-1.0
572.2,2,54.4389515,18.8666626,-1.0
572.2,3,54.4389515,18.8713508,-1.0
572.2,4,54.4389515,18.8760390,-1.0
572.2,5,54.4389515,18.8807273,-1.0
572.2,6,54.4389515,18.8854155,-1.0
572.2,7,54.4389515,18.8901037,-1.0
572.2,8,54.4389515,18.8947920,-1.0
572.2,9,54.4416464,18.8572861,-1.0
572.2,10,54.4416464,18.8619743,-1.0
572.2,11,54.4416464,18.8666626,-1.0
572.2,12,54.4416464,18.8713508,-1.0
572.2,13,54.4416464,18.8760390,-1.0
572.2,14,54.4416464,18.8807273,-1.0
572.2,15,54.4416464,18.8854155,-1.0
572.2,16,54.4416464,18.8901037,-1.0
572.2,17,54.4416464,18.8947920,-1.0
572.2,18,54.4443413,18.8572861,-1.0
572.2,19,54.4443413,18.8619743,-1.0
572.2,20,54.4443413,18.8666626,-1.0
572.2,21,54.4443413,18.8713508,-1.0
572.2,22,54.4443413,18.8760390,-1.0
572.2,23,54.4443413,18.8807273,-1.0
572.2,24,54.4443413,18.8854155,-1.0
572.2,25,54.4443413,18.8901037,-1.0
572.2,26,54.4443413,18.8947920,-1.0
572.2,27,54.4470363,18.8572861,-1.0
572.2,28,54.4470363,18.8619743,-1.0
572.2,29,54.4470363,18.8666626,-1.0
572.2,30,54.4470363,18.8713508,-1.0
572.2,31,54.4470363,18.8760390,-1.0
572.2,32,54.4470363,18.8807273,-1.0
572.2,33,54.4470363,18.8854155,-1.0
572.2,34,54.4470363,18.8901037,-1.0
572.2,35,54.4470363,18.8947920,-1.0
572.2,36,54.4497312,18.8572861,-1.0
572.2,37,54.4497312,18.8619743,-1.0
572.2,38,54.4497312,18.8666626,-1.0
572.2,39,54.4497312,18.8713508,-1.0
572.2,40,54.4497312,18.8760390,-1.0
572.2,41,54.4497312,18.8807273,-1.0
572.2,42,54.4497312,18.8854155,-1.0
572.2,43,54.4497312,18.8901037,-1.0
572.2,44,54.4497312,18.8947920,-1.0
572.2,45,54.4524261,18.8572861,-1.0
572.2,46,54.4524261,18.8619743,-1.0
572.2,47,54.4524261,18.8666626,-1.0
572.2,48,54.4524261,18.8713508,-1.0
572.2,49,54.4524261,18.8760390,-1.0
572.2,50,54.4524261,18.8807273,-1.0
572.2,51,54.4524261,18.8854155,-1.0
572.2,52,54.4524261,18.8901037,-1.0
572.2,53,54.4524261,18.8947920,-1.0
572.2,54,54.4551211,18.8572861,-1.0
572.2,55,54.4551211,18.8619743,-1.0
572.2,56,54.4551211,18.8666626,-1.0
572.2,57,54.4551211,18.8713508,-1.0
572.2,58,54.4551211,18.8760390,-1.0
572.2,59,54.4551211,18.8807273,-1.0
572.2,60,54.4551211,18.8854155,-1.0
572.2,61,54.4551211,18.8901037,-1.0
572.2,62,54.4551211,18.8947920,-1.0
572.2,63,54.4578160,18.8572861,-1.0
572.2,64,54.4578160,18.8619743,-1.0
572.2,65,54.4578160,18.8666626,-1.0
572.2,66,54.4578160,18.8713508,-1.0
572.2,67,54.4578160,18.8760390,-1.0
572.2,68,54.4578160,18.8807273,-1.0
572.2,69,54.4578160,18.8854155,-1.0
572.2,70,54.4578160,18.8901037,-1.0
572.2,71,54.4578160,18.8947920,-1.0
572.2,72,54.4605109,18.8572861,-1.0
572.2,73,54.4605109,18.8619743,-1.0
572.2,74,54.4605109,18.8666626,-1.0
572.2,75,54.4605109,18.8713508,-1.0
572.2,76,54.4605109,18.8760390,-1.0
572.2,77,54.4605109,18.8807273,-1.0
572.2,78,54.4605109,18.8854155,-1.0
572.2,79,54.4605109,18.8901037,-1.0
572.2,80,54.4605109,18.8947920,-1.0
572.2,81,54.4632059,18.8572861,-1.0
572.2,82,54.4632059,18.8619743,-1.0
572.2,83,54.4632059,18.8666626,-1.0
572.2,84,54.4632059,18.8713508,-1.0
572.2,85,54.4632059,18.8760390,-1.0
572.2,86,54.4632059,18.8807273,-1.0
572.2,87,54.4632059,18.8854155,-1.0
572.2,88,54.4632059,18.8901037,-1.0
572.2,89,54.4632059,18.8947920,-1.0
582.3,0,54.4389515,18.8572861,-1.0
582.3,1,54.4389515,18.8619743,-1.0
582.3,2,54.4389515,18.8666626,-1.0
582.3,3,54.4389515,18.8713508,-1.0
582.3,4,54.4389515,18.8760390,-1.0
582.3,5,54.4389515,18.8807273,-1.0
582.3,6,54.4389515,18.8854155,-1.0
582.3,7,54.4389515,18.8901037,-1.0
582.3,8,54.4389515,18.8947920,-1.0
582.3,9,54.4416464,18.8572861,-1.0
582.3,10,54.4416464,18.8619743,-1.0
582.3,11,54.4416464,18.8666626,-1.0
582.3,12,54.4416464,18.8713508,-1.0
582.3,13,54.4416464,18.8760390,-1.0
582.3,14,54.4416464,18.8807273,-1.0
582.3,15,54.4416464,18.8854155,-1.0
582.3,16,54.4416464,18.8901037,-1.0
582.3,17,54.4416464,18.8947920,-1.0
582.3,18,54.4443413,18.8572861,-1.0
582.3,19,54.4443413,18.8619743,-1.0
582.3,20,54.4443413,18.8666626,-1.0
582.3,21,54.4443413,18.8713508,-1.0
582.3,22,54.4443413,18.8760390,-1.0
582.3,23,54.4443413,18.8807273,-1.0
582.3,24,54.4443413,18.8854155,-1.0
582.3,25,54.4443413,18.8901037,-1.0
582.3,26,54.4443413,18.8947920,-1.0
582.3,27,54.4470363,18.8572861,-1.0
582.3,28,54.4470363,18.8619743,-1.0
582.3,29,54.4470363,18.8666626,-1.0
582.3,30,54.4470363,18.8713508,-1.0
582.3,31,54.4470363,18.8760390,-1.0
582.3,32,54.4470363,18.8807273,-1.0
582.3,33,54.4470363,18.8854155,-1.0
582.3,34,54.4470363,18.8901037,-1.0
582.3,35,54.4470363,18.8947920,-1.0
582.3,36,54.4497312,18.8572861,-1.0
582.3,37,54.4497312,18.8619743,-1.0
582.3,38,54.4497312,18.8666626,-1.0
582.3,39,54.4497312,18.8713508,-1.0
582.3,40,54.4497312,18.8760390,-1.0
582.3,41,54.4497312,18.8807273,-1.0
582.3,42,54.4497312,18.8854155,-1.0
582.3,43,54.4497312,18.8901037,-1.0
582.3,44,54.4497312,18.8947920,-1.0
582.3,45,54.4524261,18.8572861,-1.0
582.3,46,54.4524261,18.8619743,-1.0
582.3,47,54.4524261,18.8666626,-1.0
582.3,48,54.4524261,18.8713508,-1.0
582.3,49,54.4524261,18.8760390,-1.0
582.3,50,54.4524261,18.8807273,-1.0
582.3,51,54.4524261,18.8854155,-1.0
582.3,52,54.4524261,18.8901037,-1.0
582.3,53,54.4524261,18.8947920,-1.0
582.3,54,54.4551211,18.8572861,-1.0
582.3,55,54.4551211,18.8619743,-1.0
582.3,56,54.4551211,18.8666626,-1.0
582.3,57,54.4551211,18.8713508,-1.0
582.3,58,54.4551211,18.8760390,-1.0
582.3,59,54.4551211,18.8807273,-1.0
582.3,60,54.4551211,18.8854155,-1.0
582.3,61,54.4551211,18.8901037,-1.0
582.3,62,54.4551211,18.8947920,-1.0
582.3,63,54.4578160,18.8572861,-1.0
582.3,64,54.4578160,18.8619743,-1.0
582.3,65,54.4578160,18.8666626,-1.0
582.3,66,54.4578160,18.8713508,-1.0
582.3,67,54.4578160,18.8760390,-1.0
582.3,68,54.4578160,18.8807273,-1.0
582.3,69,54.4578160,18.8854155,-1.0
582.3,70,54.4578160,18.8901037,-1.0
582.3,71,54.4578160,18.8947920,-1.0
582.3,72,54.4605109,18.8572861,-1.0
582.3,73,54.4605109,18.8619743,-1.0
582.3,74,54.4605109,18.8666626,-1.0
582.3,75,54.4605109,18.8713508,-1.0
582.3,76,54.4605109,18.8760390,-1.0
582.3,77,54.4605109,18.8807273,-1.0
582.3,78,54.4605109,18.8854155,-1.0
582.3,79,54.4605109,18.8901037,-1.0
582.3,80,54.4605109,18.8947920,-1.0
582.3,81,54.4632059,18.8572861,-1.0
582.3,82,54.4632059,18.8619743,-1.0
582.3,83,54.4632059,18.8666626,-1.0
582.3,84,54.4632059,18.8713508,-1.0
582.3,85,54.4632059,18.8760390,-1.0
582.3,86,54.4632059,18.8807273,-1.0
582.3,87,54.4632059,18.8854155,-1.0
582.3,88,54.4632059,18.8901037,-1.0
582.3,89,54.4632059,18.8947920,-1.0
592.4,0,54.4389515,18.8572861,-1.0
592.4,1,54.4389515,18.8619743,-1.0
592.4,2,54.4389515,18.8666626,-1.0
592.4,3,54.4389515,18.8713508,-1.0
592.4,4,54.4389515,18.8760390,-1.0
592.4,5,54.4389515,18.8807273,-1.0
592.4,6,54.4389515,18.8854155,-1.0
592.4,7,54.4389515,18.8901037,-1.0
592.4,8,54.4389515,18.8947920,-1.0
592.4,9,54.4416464,18.8572861,-1.0
592.4,10,54.4416464,18.8619743,-1.0
592.4,11,54.4416464,18.8666626,-1.0
592.4,12,54.4416464,18.8713508,-1.0
592.4,13,54.4416464,18.8760390,-1.0
592.4,14,54.4416464,18.8807273,-1.0
592.4,15,54.4416464,18.8854155,-1.0
592.4,16,54.4416464,18.8901037,-1.0
592.4,17,54.4416464,18.8947920,-1.0
592.4,18,54.4443413,18.8572861,-1.0
592.4,19,54.4443413,18.8619743,-1.0
592.4,20,54.4443413,18.8666626,-1.0
592.4,21,54.4443413,18.8713508,-1.0
592.4,22,54.4443413,18.8760390,-1.0
592.4,23,54.4443413,18.8807273,-1.0
592.4,24,54.4443413,18.8854155,-1.0
592.4,25,54.4443413,18.8901037,-1.0
592.4,26,54.4443413,18.8947920,-1.0
592.4,27,54.4470363,18.8572861,-1.0
592.4,28,54.4470363,18.8619743,-1.0
592.4,29,54.4470363,18.8666626,-1.0
592.4,30,54.4470363,18.8713508,-1.0
592.4,31,54.4470363,18.8760390,-1.0
592.4,32,54.4470363,18.8807273,-1.0
592.4,33,54.4470363,18.8854155,-1.0
592.4,34,54.4470363,18.8901037,-1.0
592.4,35,54.4470363,18.8947920,-1.0
592.4,36,54.4497312,18.8572861,-1.0
592.4,37,54.4497312,18.8619743,-1.0
592.4,38,54.4497312,18.8666626,-1.0
592.4,39,54.4497312,18.8713508,-1.0
592.4,40,54.4497312,18.8760390,-1.0
592.4,41,54.4497312,18.8807273,-1.0
592.4,42,54.4497312,18.8854155,-1.0
592.4,43,54.4497312,18.8901037,-1.0
592.4,44,54.4497312,18.8947920,-1.0
592.4,45,54.4524261,18.8572861,-1.0
592.4,46,54.4524261,18.8619743,-1.0
592.4,47,54.4524261,18.8666626,-1.0
592.4,48,54.4524261,18.8713508,-1.0
592.4,49,54.4524261,18.8760390,-1.0
592.4,50,54.4524261,18.8807273,-1.0
592.4,51,54.4524261,18.8854155,-1.0
592.4,52,54.4524261,18.8901037,-1.0
592.4,53,54.4524261,18.8947920,-1.0
592.4,54,54.4551211,18.8572861,-1.0
592.4,55,54.4551211,18.8619743,-1.0
592.4,56,54.4551211,18.8666626,-1.0
592.4,57,54.4551211,18.8713508,-1.0
592.4,58,54.4551211,18.8760390,-1.0
592.4,59,54.4551211,18.8807273,-1.0
592.4,60,54.4551211,18.8854155,-1.0
592.4,61,54.4551211,18.8901037,-1.0
592.4,62,54.4551211,18.8947920,-1.0
592.4,63,54.4578160,18.8572861,-1.0
592.4,64,54.4578160,18.8619743,-1.0
592.4,65,54.4578160,18.8666626,-1.0
592.4,66,54.4578160,18.8713508,-1.0
592.4,67,54.4578160,18.8760390,-1.0
592.4,68,54.4578160,18.8807273,-1.0
592.4,69,54.4578160,18.8854155,-1.0
592.4,70,54.4578160,18.8901037,-1.0
592.4,71,54.4578160,18.8947920,-1.0
592.4,72,54.4605109,18.8572861,-1.0
592.4,73,54.4605109,18.8619743,-1.0
592.4,74,54.4605109,18.8666626,-1.0
592.4,75,54.4605109,18.8713508,-1.0
592.4,76,54.4605109,18.8760390,-1.0
592.4,77,54.4605109,18.8807273,-1.0
592.4,78,54.4605109,18.8854155,-1.0
592.4,79,54.4605109,18.8901037,-1.0
592.4,80,54.4605109,18.8947920,-1.0
592.4,81,54.4632059,18.8572861,-1.0
592.4,82,54.4632059,18.8619743,-1.0
592.4,83,54.4632059,18.8666626,-1.0
592.4,84,54.4632059,18.8713508,-1.0
592.4,85,54.4632059,18.8760390,-1.0
592.4,86,54.4632059,18.8807273,-1.0
592.4,87,54.4632059,18.8854155,-1.0
592.4,88,54.4632059,18.8901037,-1.0
592.4,89,54.4632059,18.8947920,-1.0
602.4,0,54.4389515,18.8572861,-1.0
602.4,1,54.4389515,18.8619743,-1.0
602.4,2,54.4389515,18.8666626,-1.0
602.4,3,54.4389515,18.8713508,-1.0
602.4,4,54.4389515,18.8760390,-1.0
602.4,5,54.4389515,18.8807273,-1.0
602.4,6,54.4389515,18.8854155,-1.0
602.4,7,54.4389515,18.8901037,-1.0
602.4,8,54.4389515,18.8947920,-1.0
602.4,9,54.4416464,18.8572861,-1.0
602.4,10,54.4416464,18.8619743,-1.0
602.4,11,54.4416464,18.8666626,-1.0
602.4,12,54.4416464,18.8713508,-1.0
602.4,13,54.4416464,18.8760390,-1.0
602.4,14,54.4416464,18.8807273,-1.0
602.4,15,54.4416464,18.8854155,-1.0
602.4,16,54.4416464,18.8901037,-1.0
602.4,17,54.4416464,18.8947920,-1.0
602.4,18,54.4443413,18.8572861,-1.0
602.4,19,54.4443413,18.8619743,-1.0
602.4,20,54.4443413,18.8666626,-1.0
602.4,21,54.4443413,18.8713508,-1.0
602.4,22,54.4443413,18.8760390,-1.0
602.4,23,54.4443413,18.8807273,-1.0
602.4,24,54.4443413,18.8854155,-1.0
602.4,25,54.4443413,18.8901037,-1.0
602.4,26,54.4443413,18.8947920,-1.0
602.4,27,54.4470363,18.8572861,-1.0
602.4,28,54.4470363,18.8619743,-1.0
602.4,29,54.4470363,18.8666626,-1.0
602.4,30,54.4470363,18.8713508,-1.0
602.4,31,54.4470363,18.8760390,-1.0
602.4,32,54.4470363,18.8807273,-1.0
602.4,33,54.4470363,18.8854155,-1.0
602.4,34,54.4470363,18.8901037,-1.0
602.4,35,54.4470363,18.8947920,-1.0
602.4,36,54.4497312,18.8572861,-1.0
602.4,37,54.4497312,18.8619743,-1.0
602.4,38,54.4497312,18.8666626,-1.0
602.4,39,54.4497312,18.8713508,-1.0
602.4,40,54.4497312,18.8760390,-1.0
602.4,41,54.4497312,18.8807273,-1.0
602.4,42,54.4497312,18.8854155,-1.0
602.4,43,54.4497312,18.8901037,-1.0
602.4,44,54.4497312,18.8947920,-1.0
602.4,45,54.4524261,18.8572861,-1.0
602.4,46,54.4524261,18.8619743,-1.0
602.4,47,54.4524261,18.8666626,-1.0
602.4,48,54.4524261,18.8713508,-1.0
602.4,49,54.4524261,18.8760390,-1.0
602.4,50,54.4524261,18.8807273,-1.0
602.4,51,54.4524261,18.8854155,-1.0
602.4,52,54.4524261,18.8901037,-1.0
602.4,53,54.4524261,18.8947920,-1.0
602.4,54,54.4551211,18.8572861,-1.0
602.4,55,54.4551211,18.8619743,-1.0
602.4,56,54.4551211,18.8666626,-1.0
602.4,57,54.4551211,18.8713508,-1.0
602.4,58,54.4551211,18.8760390,-1.0
602.4,59,54.4551211,18.8807273,-1.0
602.4,60,54.4551211,18.8854155,-1.0
602.4,61,54.4551211,18.8901037,-1.0
602.4,62,54.4551211,18.8947920,-1.0
602.4,63,54.4578160,18.8572861,-1.0
602.4,64,54.4578160,18.8619743,-1.0
602.4,65,54.4578160,18.8666626,-1.0
602.4,66,54.4578160,18.8713508,-1.0
602.4,67,54.4578160,18.8760390,-1.0
602.4,68,54.4578160,18.8807273,-1.0
602.4,69,54.4578160,18.8854155,-1.0
602.4,70,54.4578160,18.8901037,-1.0
602.4,71,54.4578160,18.8947920,-1.0
602.4,72,54.4605109,18.8572861,-1.0
602.4,73,54.4605109,18.8619743,-1.0
602.4,74,54.4605109,18.8666626,-1.0
602.4,75,54.4605109,18.8713508,-1.0
602.4,76,54.4605109,18.8760390,-1.0
602.4,77,54.4605109,18.8807273,-1.0
602.4,78,54.4605109,18.8854155,-1.0
602.4,79,54.4605109,18.8901037,-1.0
602.4,80,54.4605109,18.8947920,-1.0
602.4,81,54.4632059,18.8572861,-1.0
602.4,82,54.4632059,18.8619743,-1.0
602.4,83,54.4632059,18.8666626,-1.0
602.4,84,54.4632059,18.8713508,-1.0
602.4,85,54.4632059,18.8760390,-1.0
602.4,86,54.4632059,18.8807273,-1.0
602.4,87,54.4632059,18.8854155,-1.0
602.4,88,54.4632059,18.8901037,-1.0
602.4,89,54.4632059,18.8947920,-1.0
612.4,0,54.4389515,18.8572861,-1.0
612.4,1,54.4389515,18.8619743,-1.0
612.4,2,54.4389515,18.8666626,-1.0
612.4,3,54.4389515,18.8713508,-1.0
612.4,4,54.4389515,18.8760390,-1.0
612.4,5,54.4389515,18.8807273,-1.0
612.4,6,54.4389515,18.8854155,-1.0
612.4,7,54.4389515,18.8901037,-1.0
612.4,8,54.4389515,18.8947920,-1.0
612.4,9,54.4416464,18.8572861,-1.0
612.4,10,54.4416464,18.8619743,-1.0
612.4,11,54.4416464,18.8666626,-1.0
612.4,12,54.4416464,18.8713508,-1.0
612.4,13,54.4416464,18.8760390,-1.0
612.4,14,54.4416464,18.8807273,-1.0
612.4,15,54.4416464,18.8854155,-1.0
612.4,16,54.4416464,18.8901037,-1.0
612.4,17,54.4416464,18.8947920,-1.0
612.4,18,54.4443413,18.8572861,-1.0
612.4,19,54.4443413,18.8619743,-1.0
612.4,20,54.4443413,18.8666626,-1.0
612.4,21,54.4443413,18.8713508,-1.0
612.4,22,54.4443413,18.8760390,-1.0
612.4,23,54.4443413,18.8807273,-1.0
612.4,24,54.4443413,18.8854155,-1.0
612.4,25,54.4443413,18.8901037,-1.0
612.4,26,54.4443413,18.8947920,-1.0
612.4,27,54.4470363,18.8572861,-1.0
612.4,28,54.4470363,18.8619743,-1.0
612.4,29,54.4470363,18.8666626,-1.0
612.4,30,54.4470363,18.8713508,-1.0
612.4,31,54.4470363,18.8760390,-1.0
612.4,32,54.4470363,18.8807273,-1.0
612.4,33,54.4470363,18.8854155,-1.0
612.4,34,54.4470363,18.8901037,-1.0
612.4,35,54.4470363,18.8947920,-1.0
612.4,36,54.4497312,18.8572861,-1.0
612.4,37,54.4497312,18.8619743,-1.0
612.4,38,54.4497312,18.8666626,-1.0
612.4,39,54.4497312,18.8713508,-1.0
612.4,40,54.4497312,18.8760390,-1.0
612.4,41,54.4497312,18.8807273,-1.0
612.4,42,54.4497312,18.8854155,-1.0
612.4,43,54.4497312,18.8901037,-1.0
612.4,44,54.4497312,18.8947920,-1.0
612.4,45,54.4524261,18.8572861,-1.0
612.4,46,54.4524261,18.8619743,-1.0
612.4,47,54.4524261,18.8666626,-1.0
612.4,48,54.4524261,18.8713508,-1.0
612.4,49,54.4524261,18.8760390,-1.0
612.4,50,54.4524261,18.8807273,-1.0
612.4,51,54.4524261,18.8854155,-1.0
612.4,52,54.4524261,18.8901037,-1.0
612.4,53,54.4524261,18.8947920,-1.0
612.4,54,54.4551211,18.8572861,-1.0
612.4,55,54.4551211,18.8619743,-1.0
612.4,56,54.4551211,18.8666626,-1.0
612.4,57,54.4551211,18.8713508,-1.0
612.4,58,54.4551211,18.8760390,-1.0
612.4,59,54.4551211,18.8807273,-1.0
612.4,60,54.4551211,18.8854155,-1.0
612.4,61,54.4551211,18.8901037,-1.0
612.4,62,54.4551211,18.8947920,-1.0
612.4,63,54.4578160,18.8572861,-1.0
612.4,64,54.4578160,18.8619743,-1.0
612.4,65,54.4578160,18.8666626,-1.0
612.4,66,54.4578160,18.8713508,-1.0
612.4,67,54.4578160,18.8760390,-1.0
612.4,68,54.4578160,18.8807273,-1.0
612.4,69,54.4578160,18.8854155,-1.0
612.4,70,54.4578160,18.8901037,-1.0
612.4,71,54.4578160,18.8947920,-1.0
612.4,72,54.4605109,18.8572861,-1.0
612.4,73,54.4605109,18.8619743,-1.0
612.4,74,54.4605109,18.8666626,-1.0
612.4,75,54.4605109,18.8713508,-1.0
612.4,76,54.4605109,18.8760390,-1.0
612.4,77,54.4605109,18.8807273,-1.0
612.4,78,54.4605109,18.8854155,-1.0
612.4,79,54.4605109,18.8901037,-1.0
612.4,80,54.4605109,18.8947920,-1.0
612.4,81,54.4632059,18.8572861,-1.0
612.4,82,54.4632059,18.8619743,-1.0
612.4,83,54.4632059,18.8666626,-1.0
612.4,84,54.4632059,18.8713508,-1.0
612.4,85,54.4632059,18.8760390,-1.0
612.4,86,54.4632059,18.8807273,-1.0
612.4,87,54.4632059,18.8854155,-1.0
612.4,88,54.4632059,18.8901037,-1.0
612.4,89,54.4632059,18.8947920,-1.0
622.5,0,54.4389515,18.8572861,-1.0
622.5,1,54.4389515,18.8619743,-1.0
622.5,2,54.4389515,18.8666626,-1.0
622.5,3,54.4389515,18.8713508,-1.0
622.5,4,54.4389515,18.8760390,-1.0
622.5,5,54.4389515,18.8807273,-1.0
622.5,6,54.4389515,18.8854155,-1.0
622.5,7,54.4389515,18.8901037,-1.0
622.5,8,54.4389515,18.8947920,-1.0
622.5,9,54.4416464,18.8572861,-1.0
622.5,10,54.4416464,18.8619743,-1.0
622.5,11,54.4416464,18.8666626,-1.0
622.5,12,54.4416464,18.8713508,-1.0
622.5,13,54.4416464,18.8760390,-1.0
622.5,14,54.4416464,18.8807273,-1.0
622.5,15,54.4416464,18.8854155,-1.0
622.5,16,54.4416464,18.8901037,-1.0
622.5,17,54.4416464,18.8947920,-1.0
622.5,18,54.4443413,18.8572861,-1.0
622.5,19,54.4443413,18.8619743,-1.0
622.5,20,54.4443413,18.8666626,-1.0
622.5,21,54.4443413,18.8713508,-1.0
622.5,22,54.4443413,18.8760390,-1.0
622.5,23,54.4443413,18.8807273,-1.0
622.5,24,54.4443413,18.8854155,-1.0
622.5,25,54.4443413,18.8901037,-1.0
622.5,26,54.4443413,18.8947920,-1.0
622.5,27,54.4470363,18.8572861,-1.0
622.5,28,54.4470363,18.8619743,-1.0
622.5,29,54.4470363,18.8666626,-1.0
622.5,30,54.4470363,18.8713508,-1.0
622.5,31,54.4470363,18.8760390,-1.0
622.5,32,54.4470363,18.8807273,-1.0
622.5,33,54.4470363,18.8854155,-1.0
622.5,34,54.4470363,18.8901037,-1.0
622.5,35,54.4470363,18.8947920,-1.0
622.5,36,54.4497312,18.8572861,-1.0
622.5,37,54.4497312,18.8619743,-1.0
622.5,38,54.4497312,18.8666626,-1.0
622.5,39,54.4497312,18.8713508,-1.0
622.5,40,54.4497312,18.8760390,-1.0
622.5,41,54.4497312,18.8807273,-1.0
622.5,42,54.4497312,18.8854155,-1.0
622.5,43,54.4497312,18.8901037,-1.0
622.5,44,54.4497312,18.8947920,-1.0
622.5,45,54.4524261,18.8572861,-1.0
622.5,46,54.4524261,18.8619743,-1.0
622.5,47,54.4524261,18.8666626,-1.0
622.5,48,54.4524261,18.8713508,-1.0
622.5,49,54.4524261,18.8760390,-1.0
622.5,50,54.4524261,18.8807273,-1.0
622.5,51,54.4524261,18.8854155,-1.0
622.5,52,54.4524261,18.8901037,-1.0
622.5,53,54.4524261,18.8947920,-1.0
622.5,54,54.4551211,18.8572861,-1.0
622.5,55,54.4551211,18.8619743,-1.0
622.5,56,54.4551211,18.8666626,-1.0
622.5,57,54.4551211,18.8713508,-1.0
622.5,58,54.4551211,18.8760390,-1.0
622.5,59,54.4551211,18.8807273,-1.0
622.5,60,54.4551211,18.8854155,-1.0
622.5,61,54.4551211,18.8901037,-1.0
