timestamp,mmsi,name,ship_type,lat,lon,speed_kn,course_deg
2026-04-28T11:59:38.016464+00:00,477949300,OOCL SWEDEN,0,54.546417,19.024427,10.7,206.4
2026-04-28T11:59:58.127598+00:00,477949300,OOCL SWEDEN,0,54.545533,19.023665,10.8,206.4
2026-04-28T11:59:58.152318+00:00,319130800,NORDIC CYGNUS,80,54.458267,18.880615,0.1,316.0
2026-04-28T12:00:24.203422+00:00,636020019,SAKIZAYA TREASURE,0,54.460778,18.844078,0.0,262.7
2026-04-28T12:00:50.794392+00:00,268248300,ADAM JUNIOR,0,54.459133,18.8121,0.1,124.0
2026-04-28T12:00:59.860124+00:00,564329000,EAGLE KLANG,0,54.452235,18.858498,0.1,266.9
2026-04-28T12:01:17.991600+00:00,477949300,OOCL SWEDEN,0,54.541968,19.02058,10.8,206.5
2026-04-28T12:01:27.405333+00:00,477949300,OOCL SWEDEN,0,54.54157,19.020238,10.8,206.6
2026-04-28T12:01:38.019260+00:00,477949300,OOCL SWEDEN,0,54.54109,19.01982,10.8,206.6
2026-04-28T12:01:38.108713+00:00,261187610,FIORETTO,0,54.289137,18.9216,0.0,302.2
2026-04-28T12:01:48.312403+00:00,477949300,OOCL SWEDEN,0,54.540647,19.019432,10.8,206.6
2026-04-28T12:01:58.124473+00:00,477949300,OOCL SWEDEN,0,54.540192,19.019053,10.8,206.7
2026-04-28T12:02:01.322330+00:00,636023947,ASPEN,84,54.44443,18.874695,0.0,280.0
2026-04-28T12:02:12.098076+00:00,211397660,SEALING,0,54.450893,18.892398,0.0,11.0
2026-04-28T12:02:17.989629+00:00,477949300,OOCL SWEDEN,0,54.539315,19.018338,10.8,206.8
2026-04-28T12:02:27.403379+00:00,477949300,OOCL SWEDEN,0,54.538832,19.017913,10.8,206.8
2026-04-28T12:02:38.017135+00:00,477949300,OOCL SWEDEN,0,54.538407,19.017537,10.8,206.8
2026-04-28T12:02:47.910741+00:00,477949300,OOCL SWEDEN,0,54.537968,19.01717,10.8,206.9
2026-04-28T12:02:55.536043+00:00,319130800,NORDIC CYGNUS,80,54.458203,18.88046,0.1,316.0
2026-04-28T12:02:58.122323+00:00,477949300,OOCL SWEDEN,0,54.53752,19.016775,10.8,207.0
2026-04-28T12:03:17.993673+00:00,477949300,OOCL SWEDEN,0,54.536595,19.016003,10.8,207.0
2026-04-28T12:03:27.408030+00:00,477949300,OOCL SWEDEN,0,54.536187,19.015633,10.8,207.0
2026-04-28T12:03:38.230733+00:00,477949300,OOCL SWEDEN,0,54.535708,19.015183,10.8,207.1
2026-04-28T12:03:47.914412+00:00,477949300,OOCL SWEDEN,0,54.53532,19.014828,10.8,207.2
2026-04-28T12:03:58.126447+00:00,477949300,OOCL SWEDEN,0,54.534873,19.014443,10.8,207.2
2026-04-28T12:03:58.816121+00:00,564329000,EAGLE KLANG,0,54.452232,18.858528,0.1,267.3
2026-04-28T12:04:07.006105+00:00,477949300,OOCL SWEDEN,0,54.53442,19.014035,10.8,207.2
2026-04-28T12:04:09.052528+00:00,261185430,MANAT,0,54.310848,18.91706,0.0,360.0
2026-04-28T12:04:17.991885+00:00,477949300,OOCL SWEDEN,0,54.53393,19.013567,10.8,207.2
2026-04-28T12:04:27.405394+00:00,477949300,OOCL SWEDEN,0,54.533533,19.013203,10.8,207.3
2026-04-28T12:04:38.109352+00:00,261187610,FIORETTO,0,54.289143,18.921593,0.0,302.2
2026-04-28T12:04:38.229824+00:00,477949300,OOCL SWEDEN,0,54.533043,19.01276,10.8,207.3
2026-04-28T12:04:46.311047+00:00,261185360,NERPA,0,54.310713,18.917562,0.0,360.0
2026-04-28T12:04:47.912489+00:00,477949300,OOCL SWEDEN,0,54.532593,19.012372,10.8,207.3
2026-04-28T12:04:58.124481+00:00,477949300,OOCL SWEDEN,0,54.532142,19.01199,10.8,207.3
2026-04-28T12:05:04.844038+00:00,636023947,ASPEN,84,54.444452,18.874637,0.0,280.0
2026-04-28T12:05:07.003958+00:00,477949300,OOCL SWEDEN,0,54.531728,19.011653,10.8,207.3
2026-04-28T12:05:14.899630+00:00,211397660,SEALING,0,54.450898,18.892315,0.1,283.0
2026-04-28T12:05:18.259860+00:00,477949300,OOCL SWEDEN,0,54.53124,19.011218,10.8,207.3
2026-04-28T12:05:27.409981+00:00,477949300,OOCL SWEDEN,0,54.530847,19.010867,10.8,207.3
2026-04-28T12:05:38.233106+00:00,477949300,OOCL SWEDEN,0,54.530363,19.010432,10.8,207.3
2026-04-28T12:05:47.910138+00:00,477949300,OOCL SWEDEN,0,54.529915,19.010018,10.9,207.3
2026-04-28T12:05:57.192467+00:00,477949300,OOCL SWEDEN,0,54.529507,19.009658,10.8,207.3
2026-04-28T12:06:07.007112+00:00,477949300,OOCL SWEDEN,0,54.529063,19.009247,10.9,207.4
